Valid Indices,Volume,Fission RX,Avg Fission RX,Fission RX g1,Avg Fission RX g1,Fission RX g2,Avg Fission RX g2,Fission RX g3,Avg Fission RX g3,Fission RX g4,Avg Fission RX g4,Fission RX g5,Avg Fission RX g5,Fission RX g6,Avg Fission RX g6,Fission RX g7,Avg Fission RX g7,Scalar Flux,Avg Scalar Flux,Scalar Flux g1,Avg Scalar Flux g1,Scalar Flux g2,Avg Scalar Flux g2,Scalar Flux g3,Avg Scalar Flux g3,Scalar Flux g4,Avg Scalar Flux g4,Scalar Flux g5,Avg Scalar Flux g5,Scalar Flux g6,Avg Scalar Flux g6,Scalar Flux g7,Avg Scalar Flux g7
136,2.43114842,6.35339471,5.14416654,0.49163097,0.39805988,0.12025194,0.09736464,0.42185300,0.34156261,0.41330535,0.33464182,0.27141702,0.21975879,1.23499501,0.99994102,3.39994143,2.75283777,688.39528267,283.15641968,133.05202797,54.72805642,286.82085603,117.97751776,129.28166246,53.17719862,44.65312090,18.36708961,30.35567562,12.48614661,30.28373836,12.45655678,33.94820133,13.96385389
137,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002743,624.05302459,284.86296071,121.18749680,55.31874341,260.92748684,119.10618730,116.50351664,53.18063590,40.15704393,18.33058086,27.90393664,12.73737598,27.66414875,12.62791944,29.70939499,13.56151783
138,2.42205032,6.36480596,5.14912466,0.49187846,0.39792941,0.12032708,0.09734455,0.42209483,0.34147449,0.41316886,0.33425339,0.27102697,0.21926068,1.23449072,0.99870234,3.41181904,2.76015980,685.91292602,283.19515971,132.51658382,54.71256437,285.71401853,117.96370070,128.79332139,53.17532858,44.47796550,18.36376611,30.23774165,12.48435734,30.20791501,12.47204272,33.96538012,14.02339989
139,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.54257970,263.90285860,103.81903231,53.66474902,226.57458796,117.11791303,99.35276272,51.35610453,30.30522702,15.66497362,18.39334519,9.50764259,16.41638052,8.48573639,15.68124397,8.10573941
140,2.42205032,6.36480596,5.14912466,0.49187846,0.39792941,0.12032708,0.09734455,0.42209483,0.34147449,0.41316886,0.33425339,0.27102697,0.21926068,1.23449072,0.99870234,3.41181904,2.76015980,685.91292602,283.19515971,132.51658382,54.71256437,285.71401853,117.96370070,128.79332139,53.17532858,44.47796550,18.36376611,30.23774165,12.48435734,30.20791501,12.47204272,33.96538012,14.02339989
141,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002743,624.05302459,284.86296071,121.18749680,55.31874341,260.92748684,119.10618730,116.50351664,53.18063590,40.15704393,18.33058086,27.90393664,12.73737598,27.66414875,12.62791944,29.70939499,13.56151783
142,2.43114842,6.35339471,5.14416654,0.49163097,0.39805988,0.12025194,0.09736464,0.42185300,0.34156261,0.41330535,0.33464182,0.27141702,0.21975879,1.23499501,0.99994102,3.39994143,2.75283777,688.39528267,283.15641968,133.05202797,54.72805642,286.82085603,117.97751776,129.28166246,53.17719862,44.65312090,18.36708961,30.35567562,12.48614661,30.28373836,12.45655678,33.94820133,13.96385389
143,2.19071312,7.15223949,5.23301469,0.54890798,0.40161456,0.13419458,0.09818494,0.46816167,0.34253563,0.46127024,0.33749344,0.31056358,0.22722726,1.41586259,1.03593143,3.81327887,2.79002743,624.05302459,284.86296071,121.18749680,55.31874341,260.92748684,119.10618730,116.50351664,53.18063590,40.15704393,18.33058086,27.90393664,12.73737598,27.66414875,12.62791944,29.70939499,13.56151783
144,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140916,1.03564056,3.80177466,2.78960358,623.22558858,284.86637025,121.02332871,55.31781268,260.57215810,119.10333309,116.34774992,53.18068098,40.10587270,18.33174791,27.87239305,12.74002156,27.63738209,12.63260184,29.66670401,13.56017218
145,2.43701015,6.30325704,5.14258885,0.48781540,0.39799012,0.11932881,0.09735586,0.41863010,0.34154445,0.41007973,0.33456853,0.26923538,0.21965896,1.22516294,0.99956407,3.37300468,2.75190686,689.99353512,283.13116951,133.37483570,54.72887975,287.50616117,117.97495412,129.58563847,53.17402483,44.74931615,18.36238395,30.41802439,12.48169784,30.34745038,12.45273859,34.01210886,13.95649042
146,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140916,1.03564056,3.80177466,2.78960358,623.22558858,284.86637025,121.02332871,55.31781268,260.57215810,119.10333309,116.34774992,53.18068098,40.10587270,18.33174791,27.87239305,12.74002156,27.63738209,12.63260184,29.66670401,13.56017218
147,2.42205032,6.35664785,5.14850934,0.49149171,0.39807926,0.12019835,0.09735356,0.42163563,0.34149996,0.41288143,0.33440957,0.27091756,0.21942722,1.23359208,0.99913673,3.40593109,2.75860303,685.82701624,283.15968986,132.51258718,54.71091427,285.70017316,117.95798431,128.78794045,53.17310694,44.47699477,18.36336532,30.23460185,12.48306101,30.19353820,12.46610692,33.92118064,14.00515110
148,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.52062714,263.89151117,103.82054595,53.66553143,226.56760191,117.11430190,99.35153784,51.35547138,30.30783145,15.66631986,18.39507942,9.50853903,16.41344695,8.48422001,15.66458361,8.09712756
149,2.42205032,6.35664785,5.14850934,0.49149171,0.39807926,0.12019835,0.09735356,0.42163563,0.34149996,0.41288143,0.33440957,0.27091756,0.21942722,1.23359208,0.99913673,3.40593109,2.75860303,685.82701624,283.15968986,132.51258718,54.71091427,285.70017316,117.95798431,128.78794045,53.17310694,44.47699477,18.36336532,30.23460185,12.48306101,30.19353820,12.46610692,33.92118064,14.00515110
150,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140916,1.03564056,3.80177466,2.78960358,623.22558858,284.86637025,121.02332871,55.31781268,260.57215810,119.10333309,116.34774992,53.18068098,40.10587270,18.33174791,27.87239305,12.74002156,27.63738209,12.63260184,29.66670401,13.56017218
151,2.43701015,6.30325704,5.14258885,0.48781540,0.39799012,0.11932881,0.09735586,0.41863010,0.34154445,0.41007973,0.33456853,0.26923538,0.21965896,1.22516294,0.99956407,3.37300468,2.75190686,689.99353512,283.13116951,133.37483570,54.72887975,287.50616117,117.97495412,129.58563847,53.17402483,44.74931615,18.36238395,30.41802439,12.48169784,30.34745038,12.45273859,34.01210886,13.95649042
152,2.18778225,7.13046144,5.23207253,0.54742653,0.40168162,0.13380319,0.09817990,0.46677617,0.34250333,0.45978902,0.33737641,0.30948271,0.22708713,1.41140916,1.03564056,3.80177466,2.78960358,623.22558858,284.86637025,121.02332871,55.31781268,260.57215810,119.10333309,116.34774992,53.18068098,40.10587270,18.33174791,27.87239305,12.74002156,27.63738209,12.63260184,29.66670401,13.56017218
153,2.18998040,7.08667785,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307487,284.87153344,121.15327301,55.32162433,260.83243731,119.10263547,116.46386887,53.18032474,40.14641882,18.33186215,27.90330226,12.74134794,27.67019644,12.63490597,29.69357817,13.55883284
154,2.43261385,6.30754923,5.14419501,0.48816098,0.39812535,0.11938083,0.09736242,0.41878343,0.34154368,0.41024091,0.33457674,0.26936657,0.21968504,1.22580544,0.99971986,3.37581107,2.75318192,688.68335916,283.10426576,133.11571404,54.72126774,286.96040316,117.96381190,129.34465350,53.17105847,44.66327884,18.36020080,30.35747087,12.47936281,30.28880454,12.45113543,33.95303421,13.95742861
155,2.18998040,7.08667785,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307487,284.87153344,121.15327301,55.32162433,260.83243731,119.10263547,116.46386887,53.18032474,40.14641882,18.33186215,27.90330226,12.74134794,27.67019644,12.63490597,29.69357817,13.55883284
156,2.42205032,6.31193949,5.14657880,0.48822592,0.39808575,0.11939987,0.09735531,0.41884487,0.34151438,0.41021706,0.33447951,0.26922093,0.21951521,1.22559315,0.99931435,3.38043769,2.75631428,685.74614912,283.12630197,132.50682065,54.70853342,285.69298198,117.95501527,128.78551454,53.17210534,44.47510764,18.36258617,30.23207060,12.48201592,30.18054026,12.46074041,33.87311345,13.98530544
157,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.49919566,263.88043310,103.82198625,53.66627593,226.56598250,117.11346481,99.35286728,51.35615858,30.31137932,15.66815378,18.39821841,9.51016159,16.40966525,8.48226522,15.63909665,8.08395318
158,2.42205032,6.31193949,5.14657880,0.48822592,0.39808575,0.11939987,0.09735531,0.41884487,0.34151438,0.41021706,0.33447951,0.26922093,0.21951521,1.22559315,0.99931435,3.38043769,2.75631428,685.74614912,283.12630197,132.50682065,54.70853342,285.69298198,117.95501527,128.78551454,53.17210534,44.47510764,18.36258617,30.23207060,12.48201592,30.18054026,12.46074041,33.87311345,13.98530544
159,2.18998040,7.08667785,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307487,284.87153344,121.15327301,55.32162433,260.83243731,119.10263547,116.46386887,53.18032474,40.14641882,18.33186215,27.90330226,12.74134794,27.67019644,12.63490597,29.69357817,13.55883284
160,2.43261385,6.30754923,5.14419501,0.48816098,0.39812535,0.11938083,0.09736242,0.41878343,0.34154368,0.41024091,0.33457674,0.26936657,0.21968504,1.22580544,0.99971986,3.37581107,2.75318192,688.68335916,283.10426576,133.11571404,54.72126774,286.96040316,117.96381190,129.34465350,53.17105847,44.66327884,18.36020080,30.35747087,12.47936281,30.28880454,12.45113543,33.95303421,13.95742861
161,2.18998040,7.08667785,5.23011195,0.54423573,0.40165701,0.13302508,0.09817521,0.46406224,0.34248735,0.45706746,0.33732506,0.30764165,0.22704578,1.40310332,1.03551870,3.77754234,2.78790285,623.86307487,284.87153344,121.15327301,55.32162433,260.83243731,119.10263547,116.46386887,53.18032474,40.14641882,18.33186215,27.90330226,12.74134794,27.67019644,12.63490597,29.69357817,13.55883284
162,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711331,622.81239807,284.86831972,120.94396233,55.31858941,260.39457735,119.10194136,116.27068323,53.18107711,40.07916857,18.33182101,27.85785369,12.74191072,27.62686948,12.63626080,29.63928342,13.55671931
163,2.42235582,6.28033352,5.14579008,0.48608159,0.39827086,0.11884868,0.09737865,0.41683563,0.34153420,0.40826009,0.33450783,0.26811558,0.21968045,1.22027300,0.99983045,3.36191893,2.75458764,685.83217362,283.12610706,132.53728774,54.71421109,285.74343505,117.96096698,128.80524256,53.17354347,44.48252078,18.36333060,30.23981988,12.48364077,30.18079568,12.45927432,33.84307192,13.97113984
164,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711331,622.81239807,284.86831972,120.94396233,55.31858941,260.39457735,119.10194136,116.27068323,53.18107711,40.07916857,18.33182101,27.85785369,12.74191072,27.62686948,12.63626080,29.63928342,13.55671931
165,2.43084292,6.25624599,5.14282651,0.48436978,0.39816685,0.11845260,0.09737168,0.41546244,0.34152290,0.40685198,0.33444483,0.26713439,0.21959268,1.21579714,0.99942262,3.34817765,2.75230495,688.27197985,283.14128216,133.02505781,54.72383960,286.77220493,117.97233095,129.26007962,53.17500312,44.63791020,18.36314059,30.34827441,12.48467115,30.28763942,12.45972713,33.94081345,13.96256962
166,1.95217046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.50164734,264.06589928,104.82334604,53.69579570,228.66555170,117.13400889,100.28547436,51.37126934,30.62413522,15.68722398,18.60651673,9.53119471,16.61803371,8.51259358,15.87858958,8.13381307
167,2.43084292,6.25624599,5.14282651,0.48436978,0.39816685,0.11845260,0.09737168,0.41546244,0.34152290,0.40685198,0.33444483,0.26713439,0.21959268,1.21579714,0.99942262,3.34817765,2.75230495,688.27197985,283.14128216,133.02505781,54.72383960,286.77220493,117.97233095,129.26007962,53.17500312,44.63791020,18.36314059,30.34827441,12.48467115,30.28763942,12.45972713,33.94081345,13.96256962
168,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711331,622.81239807,284.86831972,120.94396233,55.31858941,260.39457735,119.10194136,116.27068323,53.18107711,40.07916857,18.33182101,27.85785369,12.74191072,27.62686948,12.63626080,29.63928342,13.55671931
169,2.42235582,6.28033352,5.14579008,0.48608159,0.39827086,0.11884868,0.09737865,0.41683563,0.34153420,0.40826009,0.33450783,0.26811558,0.21968045,1.22027300,0.99983045,3.36191893,2.75458764,685.83217362,283.12610706,132.53728774,54.71421109,285.74343505,117.96096698,128.80524256,53.17354347,44.48252078,18.36333060,30.23981988,12.48364077,30.18079568,12.45927432,33.84307192,13.97113984
170,2.18631682,7.06365994,5.22921731,0.54259976,0.40168583,0.13262223,0.09818005,0.46262074,0.34247747,0.45558366,0.33726793,0.30666939,0.22702691,1.39871379,1.03546581,3.76485036,2.78711331,622.81239807,284.86831972,120.94396233,55.31858941,260.39457735,119.10194136,116.27068323,53.18107711,40.07916857,18.33182101,27.85785369,12.74191072,27.62686948,12.63626080,29.63928342,13.55671931
171,2.18411867,7.08628429,5.23261492,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251791,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705371,284.90075336,120.82986436,55.32202356,260.15331865,119.11134800,116.16296938,53.18528298,40.04329603,18.33384634,27.83370805,12.74367939,27.60853988,12.64058602,29.62535737,13.56398708
172,2.41795952,6.29533506,5.14710171,0.48697867,0.39815653,0.11909034,0.09736894,0.41773359,0.34154136,0.40910847,0.33448941,0.26854568,0.21956447,1.22267264,0.99966409,3.37120567,2.75631691,684.69853686,283.17204270,132.29688093,54.71426620,285.23923090,117.96691730,128.58273180,53.17819867,44.40965277,18.36658239,30.19346662,12.48716794,30.14779443,12.46827921,33.82877941,13.99063099
173,2.18411867,7.08628429,5.23261492,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251791,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705371,284.90075336,120.82986436,55.32202356,260.15331865,119.11134800,116.16296938,53.18528298,40.04329603,18.33384634,27.83370805,12.74367939,27.60853988,12.64058602,29.62535737,13.56398708
174,2.43157563,6.29616137,5.14460040,0.48733851,0.39820483,0.11918061,0.09738261,0.41803628,0.34157791,0.40945949,0.33456980,0.26889320,0.21971293,1.22400453,1.00013545,3.36924876,2.75301688,688.60352960,283.19231385,133.09180549,54.73479983,286.90469326,117.99126848,129.31420770,53.18124018,44.66009414,18.36673042,30.36747689,12.48880622,30.30902874,12.46476907,33.95622337,13.96469965
175,1.96829022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,520.06981061,264.22414966,105.74586743,53.72473336,230.60188375,117.15847642,101.14307055,51.38625866,30.91107946,15.70453335,18.79501183,9.54890270,16.80069588,8.53568020,16.07220171,8.16556497
176,2.43157563,6.29616137,5.14460040,0.48733851,0.39820483,0.11918061,0.09738261,0.41803628,0.34157791,0.40945949,0.33456980,0.26889320,0.21971293,1.22400453,1.00013545,3.36924876,2.75301688,688.60352960,283.19231385,133.09180549,54.73479983,286.90469326,117.99126848,129.31420770,53.18124018,44.66009414,18.36673042,30.36747689,12.48880622,30.30902874,12.46476907,33.95622337,13.96469965
177,2.18411867,7.08628429,5.23261492,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251791,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705371,284.90075336,120.82986436,55.32202356,260.15331865,119.11134800,116.16296938,53.18528298,40.04329603,18.33384634,27.83370805,12.74367939,27.60853988,12.64058602,29.62535737,13.56398708
178,2.41795952,6.29533506,5.14710171,0.48697867,0.39815653,0.11909034,0.09736894,0.41773359,0.34154136,0.40910847,0.33448941,0.26854568,0.21956447,1.22267264,0.99966409,3.37120567,2.75631691,684.69853686,283.17204270,132.29688093,54.71426620,285.23923090,117.96691730,128.58273180,53.17819867,44.40965277,18.36658239,30.19346662,12.48716794,30.14779443,12.46827921,33.82877941,13.99063099
179,2.18411867,7.08628429,5.23261492,0.54405997,0.40174176,0.13297197,0.09818843,0.46385590,0.34251791,0.45687297,0.33736162,0.30756020,0.22710691,1.40307185,1.03604857,3.77789143,2.78964973,622.25705371,284.90075336,120.82986436,55.32202356,260.15331865,119.11134800,116.16296938,53.18528298,40.04329603,18.33384634,27.83370805,12.74367939,27.60853988,12.64058602,29.62535737,13.56398708
180,2.18411867,7.09188330,5.23630838,0.54414810,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389629,1.03657006,3.78225687,2.79263807,622.36076257,284.94823652,120.84506726,55.32898422,260.18547495,119.12607078,116.17428853,53.19046546,40.04741345,18.33573150,27.83723904,12.74529606,27.61933509,12.64552861,29.65194426,13.57615989
181,2.41795952,6.30669052,5.15137462,0.48742615,0.39813507,0.11920953,0.09737166,0.41818000,0.34157405,0.40956784,0.33453955,0.26879671,0.21955613,1.22436638,1.00007601,3.37914390,2.76012214,684.83371083,283.22794684,132.31427887,54.72146150,285.27436027,117.98144582,128.59648139,53.18388511,44.41569514,18.36908134,30.19839619,12.48920667,30.16472903,12.47528288,33.86976994,14.00758352
182,2.18411867,7.09188330,5.23630838,0.54414810,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389629,1.03657006,3.78225687,2.79263807,622.36076257,284.94823652,120.84506726,55.32898422,260.18547495,119.12607078,116.17428853,53.19046546,40.04741345,18.33573150,27.83723904,12.74529606,27.61933509,12.64552861,29.65194426,13.57615989
183,2.43157563,6.31265657,5.14902624,0.48821914,0.39822429,0.11939610,0.09738747,0.41881406,0.34161285,0.41025990,0.33463550,0.26942014,0.21975714,1.22687903,1.00072486,3.37966820,2.75668414,688.71242032,283.23709580,133.11025332,54.74238660,286.93484752,118.00366960,129.32468714,53.18554991,44.66375288,18.36823510,30.36989634,12.48980124,30.31941070,12.46903871,33.98957243,13.97841465
184,1.96829022,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,520.13592557,264.25773971,105.75821353,53.73100586,230.62238298,117.16889116,101.14925035,51.38939834,30.91253291,15.70527178,18.79608724,9.54944907,16.80704585,8.53890633,16.09041272,8.17481717
185,2.43157563,6.31265657,5.14902624,0.48821914,0.39822429,0.11939610,0.09738747,0.41881406,0.34161285,0.41025990,0.33463550,0.26942014,0.21975714,1.22687903,1.00072486,3.37966820,2.75668414,688.71242032,283.23709580,133.11025332,54.74238660,286.93484752,118.00366960,129.32468714,53.18554991,44.66375288,18.36823510,30.36989634,12.48980124,30.31941070,12.46903871,33.98957243,13.97841465
186,2.18411867,7.09188330,5.23630838,0.54414810,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389629,1.03657006,3.78225687,2.79263807,622.36076257,284.94823652,120.84506726,55.32898422,260.18547495,119.12607078,116.17428853,53.19046546,40.04741345,18.33573150,27.83723904,12.74529606,27.61933509,12.64552861,29.65194426,13.57615989
187,2.41795952,6.30669052,5.15137462,0.48742615,0.39813507,0.11920953,0.09737166,0.41818000,0.34157405,0.40956784,0.33453955,0.26879671,0.21955613,1.22436638,1.00007601,3.37914390,2.76012214,684.83371083,283.22794684,132.31427887,54.72146150,285.27436027,117.98144582,128.59648139,53.18388511,44.41569514,18.36908134,30.19839619,12.48920667,30.16472903,12.47528288,33.86976994,14.00758352
188,2.18411867,7.09188330,5.23630838,0.54414810,0.40177301,0.13299743,0.09819896,0.46394792,0.34255701,0.45698765,0.33741788,0.30764904,0.22715338,1.40389629,1.03657006,3.78225687,2.79263807,622.36076257,284.94823652,120.84506726,55.32898422,260.18547495,119.12607078,116.17428853,53.19046546,40.04741345,18.33573150,27.83723904,12.74529606,27.61933509,12.64552861,29.65194426,13.57615989
189,2.18631682,7.13353271,5.23821448,0.54701507,0.40167787,0.13373757,0.09820465,0.46653605,0.34258144,0.45952975,0.33743665,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372134,284.99699424,120.98356232,55.33670206,260.47634877,119.13934281,116.29903708,53.19404588,40.08962521,18.33660378,27.86611923,12.74569130,27.65157389,12.64756035,29.72745483,13.59704806
190,2.42235582,6.35611631,5.15766406,0.49051744,0.39802987,0.11999377,0.09736882,0.42092495,0.34155912,0.41203394,0.33434452,0.27034176,0.21936855,1.23246217,1.00008016,3.40984228,2.76691302,686.28026783,283.31108988,132.58332759,54.73321732,285.83522485,117.99885975,128.84240039,53.18888301,44.49673420,18.36919820,30.25728076,12.49084899,30.24632345,12.48632558,34.01897660,14.04375703
191,2.18631682,7.13353271,5.23821448,0.54701507,0.40167787,0.13373757,0.09820465,0.46653605,0.34258144,0.45952975,0.33743665,0.30937605,0.22717749,1.41168412,1.03661180,3.80565410,2.79452456,623.09372134,284.99699424,120.98356232,55.33670206,260.47634877,119.13934281,116.29903708,53.19404588,40.08962521,18.33660378,27.86611923,12.74569130,27.65157389,12.64756035,29.72745483,13.59704806
192,2.43084292,6.34244512,5.15274519,0.49006214,0.39813752,0.11987338,0.09738783,0.42051099,0.34163260,0.41195682,0.33468299,0.27057264,0.21981930,1.23220126,1.00106804,3.39726789,2.76001691,688.54590150,283.25396803,133.07380836,54.74389460,286.85628333,118.00691912,129.29067425,53.18758914,44.65186795,18.36888253,30.35818144,12.48874670,30.30832204,12.46823554,34.00676413,13.98970041
193,1.95217046,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,515.65900716,264.14650690,104.84137952,53.70503335,228.71687802,117.16030082,100.30263472,51.38005974,30.62140423,15.68582503,18.60120602,9.52847429,16.63112500,8.51929960,15.94437965,8.16751406
