Valid Indices,Volume,Fission RX,Avg Fission RX,Fission RX g1,Avg Fission RX g1,Fission RX g2,Avg Fission RX g2,Fission RX g3,Avg Fission RX g3,Fission RX g4,Avg Fission RX g4,Fission RX g5,Avg Fission RX g5,Fission RX g6,Avg Fission RX g6,Fission RX g7,Avg Fission RX g7,Scalar Flux,Avg Scalar Flux,Scalar Flux g1,Avg Scalar Flux g1,Scalar Flux g2,Avg Scalar Flux g2,Scalar Flux g3,Avg Scalar Flux g3,Scalar Flux g4,Avg Scalar Flux g4,Scalar Flux g5,Avg Scalar Flux g5,Scalar Flux g6,Avg Scalar Flux g6,Scalar Flux g7,Avg Scalar Flux g7
0,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946385,2.80290280,622.16491731,285.18547681,120.80859589,55.37576302,260.05639497,119.20361456,116.09192040,53.21375210,40.01941435,18.34393976,27.82184578,12.75286686,27.62722497,12.66365735,29.73952095,13.63188316
1,2.41545587,6.39794108,5.16318754,0.49389231,0.39857489,0.12075231,0.09744804,0.42348126,0.34175263,0.41490090,0.33482821,0.27257056,0.21996653,1.24200708,1.00230925,3.43033665,2.76830800,684.53391072,283.39739937,132.27758852,54.76299128,285.13725005,118.04697162,128.51008880,53.20324441,44.38283018,18.37451506,30.17324219,12.49173815,30.14737296,12.48102827,33.90553802,14.03691059
2,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946385,2.80290280,622.16491731,285.18547681,120.80859589,55.37576302,260.05639497,119.20361456,116.09192040,53.21375210,40.01941435,18.34393976,27.82184578,12.75286686,27.62722497,12.66365735,29.73952095,13.63188316
3,2.43658294,6.37943151,5.16853963,0.49169484,0.39836532,0.12025475,0.09742897,0.42176124,0.34170594,0.41286028,0.33449449,0.27093559,0.21950880,1.23639255,1.00171056,3.42553227,2.77532555,690.92020944,283.56112864,133.51618780,54.79648791,287.72601607,118.08586974,129.65673988,53.21252873,44.77844759,18.37755932,30.45968622,12.50098475,30.47426045,12.50696617,34.30887143,14.08073200
4,1.97329753,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,522.03846980,264.55132114,106.12864748,53.78238487,231.37051888,117.25070083,101.46637120,51.41970201,31.02083346,15.72030214,18.87501782,9.56521634,16.91064761,8.56974040,16.26643334,8.24327455
5,2.43658294,6.37943151,5.16853963,0.49169484,0.39836532,0.12025475,0.09742897,0.42176124,0.34170594,0.41286028,0.33449449,0.27093559,0.21950880,1.23639255,1.00171056,3.42553227,2.77532555,690.92020944,283.56112864,133.51618780,54.79648791,287.72601607,118.08586974,129.65673988,53.21252873,44.77844759,18.37755932,30.45968622,12.50098475,30.47426045,12.50696617,34.30887143,14.08073200
6,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946385,2.80290280,622.16491731,285.18547681,120.80859589,55.37576302,260.05639497,119.20361456,116.09192040,53.21375210,40.01941435,18.34393976,27.82184578,12.75286686,27.62722497,12.66365735,29.73952095,13.63188316
7,2.41545587,6.39794108,5.16318754,0.49389231,0.39857489,0.12075231,0.09744804,0.42348126,0.34175263,0.41490090,0.33482821,0.27257056,0.21996653,1.24200708,1.00230925,3.43033665,2.76830800,684.53391072,283.39739937,132.27758852,54.76299128,285.13725005,118.04697162,128.51008880,53.20324441,44.38283018,18.37451506,30.17324219,12.49173815,30.14737296,12.48102827,33.90553802,14.03691059
8,2.18161501,7.20852231,5.24872764,0.55221547,0.40208360,0.13495252,0.09826272,0.47066832,0.34270683,0.46360572,0.33756435,0.31214702,0.22728301,1.42546941,1.03792433,3.84946385,2.80290280,622.16491731,285.18547681,120.80859589,55.37576302,260.05639497,119.20361456,116.09192040,53.21375210,40.01941435,18.34393976,27.82184578,12.75286686,27.62722497,12.66365735,29.73952095,13.63188316
9,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916485,285.12016311,120.91152283,55.36715547,260.28796526,119.18966779,116.20245886,53.21080617,40.05658738,18.34249746,27.84586153,12.75102743,27.63788943,12.65579396,29.70687956,13.60321482
10,2.41985217,6.35178172,5.15699238,0.49080844,0.39848589,0.12000724,0.09743352,0.42090341,0.34173020,0.41232584,0.33476610,0.27081025,0.21987003,1.23351850,1.00148994,3.40340804,2.76321670,685.64698663,283.34251005,132.50579757,54.75780688,285.63569565,118.03848999,128.73784542,53.20070674,44.45723019,18.37187859,30.22127101,12.48889144,30.18306391,12.47310242,33.90608288,14.01163400
11,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916485,285.12016311,120.91152283,55.36715547,260.28796526,119.18966779,116.20245886,53.21080617,40.05658738,18.34249746,27.84586153,12.75102743,27.63788943,12.65579396,29.70687956,13.60321482
12,2.43585023,6.32864283,5.15890629,0.48861462,0.39830294,0.11950335,0.09741529,0.41917184,0.34169542,0.41042786,0.33456761,0.26933023,0.21954935,1.22774405,1.00081750,3.39385087,2.76655818,690.41258838,283.43802949,133.43702480,54.78047186,287.58333051,118.06281329,129.60342069,53.20664599,44.75832880,18.37482794,30.43633185,12.49515734,30.41767342,12.48749742,34.17647832,14.03061565
13,1.95717777,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,517.31544443,264.31704508,105.18997286,53.74574276,229.40848895,117.21392541,100.60099105,51.40104935,30.72632997,15.69930461,18.67368563,9.54112903,16.70135734,8.53338803,16.01461863,8.18250590
14,2.43585023,6.32864283,5.15890629,0.48861462,0.39830294,0.11950335,0.09741529,0.41917184,0.34169542,0.41042786,0.33456761,0.26933023,0.21954935,1.22774405,1.00081750,3.39385087,2.76655818,690.41258838,283.43802949,133.43702480,54.78047186,287.58333051,118.06281329,129.60342069,53.20664599,44.75832880,18.37482794,30.43633185,12.49515734,30.41767342,12.48749742,34.17647832,14.03061565
15,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916485,285.12016311,120.91152283,55.36715547,260.28796526,119.18966779,116.20245886,53.21080617,40.05658738,18.34249746,27.84586153,12.75102743,27.63788943,12.65579396,29.70687956,13.60321482
16,2.41985217,6.35178172,5.15699238,0.49080844,0.39848589,0.12000724,0.09743352,0.42090341,0.34173020,0.41232584,0.33476610,0.27081025,0.21987003,1.23351850,1.00148994,3.40340804,2.76321670,685.64698663,283.34251005,132.50579757,54.75780688,285.63569565,118.03848999,128.73784542,53.20070674,44.45723019,18.37187859,30.22127101,12.48889144,30.18306391,12.47310242,33.90608288,14.01163400
17,2.18381316,7.12390028,5.24173671,0.54634483,0.40199829,0.13352734,0.09824887,0.46572827,0.34268096,0.45870193,0.33751100,0.30880802,0.22721968,1.40963115,1.03720084,3.80115874,2.79687707,622.64916485,285.12016311,120.91152283,55.36715547,260.28796526,119.18966779,116.20245886,53.21080617,40.05658738,18.34249746,27.84586153,12.75102743,27.63788943,12.65579396,29.70687956,13.60321482
18,2.18747674,7.09230534,5.23426515,0.54459834,0.40192462,0.13310192,0.09823192,0.46427822,0.34264674,0.45726017,0.33746728,0.30779429,0.22715843,1.40405966,1.03622450,3.78121273,2.79061167,623.51423367,285.03810847,121.08943226,55.35575751,260.68088771,119.16967269,116.38619563,53.20568363,40.11943021,18.34050593,27.88685781,12.74841339,27.65985839,12.64464112,29.69157165,13.57343420
19,2.43011020,6.31059480,5.14667886,0.48843966,0.39835263,0.11944369,0.09741369,0.41896766,0.34169394,0.41038493,0.33469420,0.26944966,0.21975280,1.22631069,1.00013192,3.37759851,2.75463968,688.33057508,283.25076590,133.05006527,54.75063037,286.81270349,118.02456679,129.27012749,53.19517096,44.63488826,18.36743382,30.33724260,12.48389584,30.27491789,12.45824897,33.95063008,13.97081914
20,2.18747674,7.09230534,5.23426515,0.54459834,0.40192462,0.13310192,0.09823192,0.46427822,0.34264674,0.45726017,0.33746728,0.30779429,0.22715843,1.40405966,1.03622450,3.78121273,2.79061167,623.51423367,285.03810847,121.08943226,55.35575751,260.68088771,119.16967269,116.38619563,53.20568363,40.11943021,18.34050593,27.88685781,12.74841339,27.65985839,12.64464112,29.69157165,13.57343420
21,2.42705763,6.31368147,5.15100353,0.48823346,0.39832423,0.11939363,0.09740704,0.41880202,0.34167874,0.41017623,0.33464140,0.26918853,0.21961689,1.22575320,1.00002813,3.38213439,2.75930711,687.59764442,283.30503438,132.88409778,54.75110945,286.45610058,118.02608121,129.11575818,53.19847240,44.58985452,18.37198014,30.31243516,12.48937595,30.26585268,12.47018297,33.97354552,13.99783225
22,1.93959257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,512.16650377,264.05880906,104.16439837,53.70426761,227.27455243,117.17644009,99.66151355,51.38270540,30.41158811,15.67936926,18.46152795,9.51825051,16.47395819,8.49351480,15.71896517,8.10426139
23,2.42705763,6.31368147,5.15100353,0.48823346,0.39832423,0.11939363,0.09740704,0.41880202,0.34167874,0.41017623,0.33464140,0.26918853,0.21961689,1.22575320,1.00002813,3.38213439,2.75930711,687.59764442,283.30503438,132.88409778,54.75110945,286.45610058,118.02608121,129.11575818,53.19847240,44.58985452,18.37198014,30.31243516,12.48937595,30.26585268,12.47018297,33.97354552,13.99783225
24,2.18747674,7.09230534,5.23426515,0.54459834,0.40192462,0.13310192,0.09823192,0.46427822,0.34264674,0.45726017,0.33746728,0.30779429,0.22715843,1.40405966,1.03622450,3.78121273,2.79061167,623.51423367,285.03810847,121.08943226,55.35575751,260.68088771,119.16967269,116.38619563,53.20568363,40.11943021,18.34050593,27.88685781,12.74841339,27.65985839,12.64464112,29.69157165,13.57343420
25,2.43011020,6.31059480,5.14667886,0.48843966,0.39835263,0.11944369,0.09741369,0.41896766,0.34169394,0.41038493,0.33469420,0.26944966,0.21975280,1.22631069,1.00013192,3.37759851,2.75463968,688.33057508,283.25076590,133.05006527,54.75063037,286.81270349,118.02456679,129.27012749,53.19517096,44.63488826,18.36743382,30.33724260,12.48389584,30.27491789,12.45824897,33.95063008,13.97081914
26,2.18747674,7.09230534,5.23426515,0.54459834,0.40192462,0.13310192,0.09823192,0.46427822,0.34264674,0.45726017,0.33746728,0.30779429,0.22715843,1.40405966,1.03622450,3.78121273,2.79061167,623.51423367,285.03810847,121.08943226,55.35575751,260.68088771,119.16967269,116.38619563,53.20568363,40.11943021,18.34050593,27.88685781,12.74841339,27.65985839,12.64464112,29.69157165,13.57343420
27,2.18527859,7.08761569,5.22865792,0.54480081,0.40190908,0.13314404,0.09822269,0.46441968,0.34261051,0.45737353,0.33741245,0.30786507,0.22711744,1.40350955,1.03539352,3.77650300,2.78599224,622.68433840,284.94505911,120.92619977,55.33674290,260.37013940,119.14734350,116.25784677,53.20046928,40.07372254,18.33803829,27.85127515,12.74495399,27.60662463,12.63300007,29.59853014,13.54451108
28,2.43450650,6.24449045,5.13757188,0.48406073,0.39825456,0.11839083,0.09740449,0.41525521,0.34164573,0.40663595,0.33455435,0.26695037,0.21962989,1.21415986,0.99893395,3.33903749,2.74714891,689.48475941,283.21335750,133.27719103,54.74505453,287.31448835,118.01754831,129.50106228,53.19396861,44.71798909,18.36839996,30.39756522,12.48613024,30.32103436,12.45469436,33.95542907,13.94756148
29,2.18527859,7.08761569,5.22865792,0.54480081,0.40190908,0.13314404,0.09822269,0.46441968,0.34261051,0.45737353,0.33741245,0.30786507,0.22711744,1.40350955,1.03539352,3.77650300,2.78599224,622.68433840,284.94505911,120.92619977,55.33674290,260.37013940,119.14734350,116.25784677,53.20046928,40.07372254,18.33803829,27.85127515,12.74495399,27.60662463,12.63300007,29.59853014,13.54451108
30,2.42705763,6.26760762,5.13987341,0.48573546,0.39833681,0.11877744,0.09740575,0.41659948,0.34164049,0.40797333,0.33456646,0.26780996,0.21962276,1.21812396,0.99894622,3.35258799,2.74935492,687.35619462,283.20555186,132.84859573,54.73648184,286.40707226,118.00588049,129.10170567,53.19268246,44.58325383,18.36926051,30.30429283,12.48602114,30.23137245,12.45597637,33.87990185,13.95924904
31,1.93959257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,512.04927528,263.99836931,104.14045416,53.69192264,227.24344704,117.16040302,99.65295853,51.37829466,30.40758608,15.67730593,18.45702568,9.51592926,16.46053634,8.48659487,15.68726746,8.08791893
32,2.42705763,6.26760762,5.13987341,0.48573546,0.39833681,0.11877744,0.09740575,0.41659948,0.34164049,0.40797333,0.33456646,0.26780996,0.21962276,1.21812396,0.99894622,3.35258799,2.74935492,687.35619462,283.20555186,132.84859573,54.73648184,286.40707226,118.00588049,129.10170567,53.19268246,44.58325383,18.36926051,30.30429283,12.48602114,30.23137245,12.45597637,33.87990185,13.95924904
33,2.18527859,7.08761569,5.22865792,0.54480081,0.40190908,0.13314404,0.09822269,0.46441968,0.34261051,0.45737353,0.33741245,0.30786507,0.22711744,1.40350955,1.03539352,3.77650300,2.78599224,622.68433840,284.94505911,120.92619977,55.33674290,260.37013940,119.14734350,116.25784677,53.20046928,40.07372254,18.33803829,27.85127515,12.74495399,27.60662463,12.63300007,29.59853014,13.54451108
34,2.43450650,6.24449045,5.13757188,0.48406073,0.39825456,0.11839083,0.09740449,0.41525521,0.34164573,0.40663595,0.33455435,0.26695037,0.21962989,1.21415986,0.99893395,3.33903749,2.74714891,689.48475941,283.21335750,133.27719103,54.74505453,287.31448835,118.01754831,129.50106228,53.19396861,44.71798909,18.36839996,30.39756522,12.48613024,30.32103436,12.45469436,33.95542907,13.94756148
35,2.18527859,7.08761569,5.22865792,0.54480081,0.40190908,0.13314404,0.09822269,0.46441968,0.34261051,0.45737353,0.33741245,0.30786507,0.22711744,1.40350955,1.03539352,3.77650300,2.78599224,622.68433840,284.94505911,120.92619977,55.33674290,260.37013940,119.14734350,116.25784677,53.20046928,40.07372254,18.33803829,27.85127515,12.74495399,27.60662463,12.63300007,29.59853014,13.54451108
36,2.18820946,7.07407865,5.22750810,0.54377887,0.40183444,0.13291169,0.09821730,0.46366619,0.34263385,0.45677250,0.33753963,0.30750730,0.22723763,1.40136208,1.03555982,3.76808004,2.78448543,623.41967939,284.89945335,121.07226736,55.32937751,260.69924742,119.13815930,116.40900907,53.19829345,40.12399016,18.33644853,27.88140379,12.74165215,27.62751872,12.62562803,29.60624288,13.52989437
37,2.42864477,6.29063907,5.13678651,0.48765041,0.39820375,0.11926951,0.09739265,0.41837991,0.34163910,0.40973033,0.33457606,0.26888332,0.21956373,1.22288442,0.99857838,3.36384118,2.74683284,687.84627322,283.22226574,132.93876338,54.73783785,286.60927681,118.01202089,129.19384489,53.19585915,44.62215388,18.37327324,30.33648655,12.49111726,30.25874702,12.45910783,33.88700070,13.95304953
38,2.18820946,7.07407865,5.22750810,0.54377887,0.40183444,0.13291169,0.09821730,0.46366619,0.34263385,0.45677250,0.33753963,0.30750730,0.22723763,1.40136208,1.03555982,3.76808004,2.78448543,623.41967939,284.89945335,121.07226736,55.32937751,260.69924742,119.13815930,116.40900907,53.19829345,40.12399016,18.33644853,27.88140379,12.74165215,27.62751872,12.62562803,29.60624288,13.52989437
39,2.42705763,6.26572991,5.13313054,0.48598923,0.39814135,0.11887579,0.09738768,0.41701725,0.34163681,0.40841791,0.33459189,0.26807132,0.21961449,1.21864504,0.99836159,3.34871338,2.74339673,687.21470722,283.14725601,132.82636731,54.72732326,286.38450412,117.99658193,129.09674958,53.19064045,44.58032598,18.36805418,30.29823494,12.48352516,30.20925526,12.44686361,33.81927003,13.93426742
40,1.93959257,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,511.95811033,263.95136720,104.12749735,53.68524247,227.22680453,117.15182260,99.64674155,51.37508936,30.40348787,15.67519301,18.45179898,9.51323452,16.44679611,8.47951079,15.65498393,8.07127444
41,2.42705763,6.26572991,5.13313054,0.48598923,0.39814135,0.11887579,0.09738768,0.41701725,0.34163681,0.40841791,0.33459189,0.26807132,0.21961449,1.21864504,0.99836159,3.34871338,2.74339673,687.21470722,283.14725601,132.82636731,54.72732326,286.38450412,117.99658193,129.09674958,53.19064045,44.58032598,18.36805418,30.29823494,12.48352516,30.20925526,12.44686361,33.81927003,13.93426742
42,2.18820946,7.07407865,5.22750810,0.54377887,0.40183444,0.13291169,0.09821730,0.46366619,0.34263385,0.45677250,0.33753963,0.30750730,0.22723763,1.40136208,1.03555982,3.76808004,2.78448543,623.41967939,284.89945335,121.07226736,55.32937751,260.69924742,119.13815930,116.40900907,53.19829345,40.12399016,18.33644853,27.88140379,12.74165215,27.62751872,12.62562803,29.60624288,13.52989437
43,2.42864477,6.29063907,5.13678651,0.48765041,0.39820375,0.11926951,0.09739265,0.41837991,0.34163910,0.40973033,0.33457606,0.26888332,0.21956373,1.22288442,0.99857838,3.36384118,2.74683284,687.84627322,283.22226574,132.93876338,54.73783785,286.60927681,118.01202089,129.19384489,53.19585915,44.62215388,18.37327324,30.33648655,12.49111726,30.25874702,12.45910783,33.88700070,13.95304953
44,2.18820946,7.07407865,5.22750810,0.54377887,0.40183444,0.13291169,0.09821730,0.46366619,0.34263385,0.45677250,0.33753963,0.30750730,0.22723763,1.40136208,1.03555982,3.76808004,2.78448543,623.41967939,284.89945335,121.07226736,55.32937751,260.69924742,119.13815930,116.40900907,53.19829345,40.12399016,18.33644853,27.88140379,12.74165215,27.62751872,12.62562803,29.60624288,13.52989437
45,2.19071312,7.08395515,5.23064822,0.54420168,0.40182744,0.13301792,0.09821772,0.46404836,0.34264386,0.45717906,0.33757171,0.30778691,0.22726359,1.40303794,1.03597464,3.77468329,2.78714927,624.17628111,284.91922390,121.21667986,55.33206467,261.00367077,119.14096316,116.54285339,53.19859204,40.16995954,18.33647648,27.91332548,12.74166173,27.66590133,12.62871944,29.66389073,13.54074639
46,2.43114842,6.30798196,5.14191420,0.48846034,0.39816556,0.11947410,0.09738861,0.41912600,0.34164808,0.41049963,0.33461635,0.26935155,0.21956032,1.22562856,0.99906387,3.37544178,2.75147141,688.64612057,283.25959639,133.08741579,54.74261243,286.91857511,118.01771237,129.33064595,53.19734691,44.67178348,18.37476605,30.37184262,12.49279656,30.30502008,12.46531056,33.96083754,13.96905152
47,2.19071312,7.08395515,5.23064822,0.54420168,0.40182744,0.13301792,0.09821772,0.46404836,0.34264386,0.45717906,0.33757171,0.30778691,0.22726359,1.40303794,1.03597464,3.77468329,2.78714927,624.17628111,284.91922390,121.21667986,55.33206467,261.00367077,119.14096316,116.54285339,53.19859204,40.16995954,18.33647648,27.91332548,12.74166173,27.66590133,12.62871944,29.66389073,13.54074639
48,2.42205032,6.28134602,5.13686920,0.48680179,0.39810530,0.11907896,0.09738248,0.41775866,0.34164199,0.40918246,0.33462840,0.26857374,0.21963894,1.22134751,0.99881496,3.35860290,2.74665712,685.82177464,283.15752574,132.54103216,54.72265844,285.78559475,117.99325261,128.83094084,53.19086065,44.49127333,18.36926055,30.23780414,12.48438315,30.15571513,12.45049078,33.77941430,13.94661955
49,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.51362292,263.88789065,103.83521052,53.67311165,226.61927456,117.14101183,99.37613329,51.36818494,30.30854173,15.66668701,18.38564500,9.50366231,16.38692934,8.47051288,15.60188848,8.06472003
50,2.42205032,6.28134602,5.13686920,0.48680179,0.39810530,0.11907896,0.09738248,0.41775866,0.34164199,0.40918246,0.33462840,0.26857374,0.21963894,1.22134751,0.99881496,3.35860290,2.74665712,685.82177464,283.15752574,132.54103216,54.72265844,285.78559475,117.99325261,128.83094084,53.19086065,44.49127333,18.36926055,30.23780414,12.48438315,30.15571513,12.45049078,33.77941430,13.94661955
51,2.19071312,7.08395515,5.23064822,0.54420168,0.40182744,0.13301792,0.09821772,0.46404836,0.34264386,0.45717906,0.33757171,0.30778691,0.22726359,1.40303794,1.03597464,3.77468329,2.78714927,624.17628111,284.91922390,121.21667986,55.33206467,261.00367077,119.14096316,116.54285339,53.19859204,40.16995954,18.33647648,27.91332548,12.74166173,27.66590133,12.62871944,29.66389073,13.54074639
52,2.43114842,6.30798196,5.14191420,0.48846034,0.39816556,0.11947410,0.09738861,0.41912600,0.34164808,0.41049963,0.33461635,0.26935155,0.21956032,1.22562856,0.99906387,3.37544178,2.75147141,688.64612057,283.25959639,133.08741579,54.74261243,286.91857511,118.01771237,129.33064595,53.19734691,44.67178348,18.37476605,30.37184262,12.49279656,30.30502008,12.46531056,33.96083754,13.96905152
53,2.19071312,7.08395515,5.23064822,0.54420168,0.40182744,0.13301792,0.09821772,0.46404836,0.34264386,0.45717906,0.33757171,0.30778691,0.22726359,1.40303794,1.03597464,3.77468329,2.78714927,624.17628111,284.91922390,121.21667986,55.33206467,261.00367077,119.14096316,116.54285339,53.19859204,40.16995954,18.33647648,27.91332548,12.74166173,27.66590133,12.62871944,29.66389073,13.54074639
54,2.18778225,7.16245156,5.23523003,0.54966164,0.40176260,0.13437109,0.09821547,0.46875364,0.34262475,0.46174345,0.33750081,0.31083296,0.22719623,1.41752921,1.03611053,3.81955957,2.79181965,623.47208418,284.97903941,121.06316818,55.33602266,260.66726872,119.14680662,116.38811402,53.19913076,40.11922675,18.33785183,27.88210122,12.74445901,27.65019631,12.63845902,29.70200897,13.57630951
55,2.43701015,6.32770831,5.14902819,0.48901169,0.39792210,0.11965841,0.09736930,0.41978680,0.34159192,0.41087910,0.33434349,0.26950147,0.21930067,1.22775627,0.99905864,3.39111458,2.75944208,690.46292846,283.32377984,133.42507379,54.74949440,287.62246339,118.02267745,129.63959019,53.19616332,44.76986990,18.37081796,30.44192021,12.49150323,30.40999048,12.47840122,34.15402050,14.01472228
56,2.18778225,7.16245156,5.23523003,0.54966164,0.40176260,0.13437109,0.09821547,0.46875364,0.34262475,0.46174345,0.33750081,0.31083296,0.22719623,1.41752921,1.03611053,3.81955957,2.79181965,623.47208418,284.97903941,121.06316818,55.33602266,260.66726872,119.14680662,116.38811402,53.19913076,40.11922675,18.33785183,27.88210122,12.74445901,27.65019631,12.63845902,29.70200897,13.57630951
57,2.42205032,6.35071984,5.14730117,0.49125382,0.39816453,0.12016242,0.09739245,0.42153830,0.34165963,0.41297463,0.33471871,0.27118556,0.21979772,1.23405864,1.00021283,3.39954647,2.75535529,685.95667673,283.21322321,132.55777988,54.72957313,285.79716407,117.99802927,128.83015181,53.19053488,44.49342735,18.37014989,30.24210945,12.48616069,30.17691393,12.45924320,33.85913024,13.97953214
58,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.64484924,263.95572240,103.83848149,53.67480243,226.63097603,117.14706040,99.38087400,51.37063544,30.31014605,15.66751630,18.39081558,9.50633502,16.41275904,8.48386443,15.68079704,8.10550839
59,2.42205032,6.35071984,5.14730117,0.49125382,0.39816453,0.12016242,0.09739245,0.42153830,0.34165963,0.41297463,0.33471871,0.27118556,0.21979772,1.23405864,1.00021283,3.39954647,2.75535529,685.95667673,283.21322321,132.55777988,54.72957313,285.79716407,117.99802927,128.83015181,53.19053488,44.49342735,18.37014989,30.24210945,12.48616069,30.17691393,12.45924320,33.85913024,13.97953214
60,2.18778225,7.16245156,5.23523003,0.54966164,0.40176260,0.13437109,0.09821547,0.46875364,0.34262475,0.46174345,0.33750081,0.31083296,0.22719623,1.41752921,1.03611053,3.81955957,2.79181965,623.47208418,284.97903941,121.06316818,55.33602266,260.66726872,119.14680662,116.38811402,53.19913076,40.11922675,18.33785183,27.88210122,12.74445901,27.65019631,12.63845902,29.70200897,13.57630951
61,2.43701015,6.32770831,5.14902819,0.48901169,0.39792210,0.11965841,0.09736930,0.41978680,0.34159192,0.41087910,0.33434349,0.26950147,0.21930067,1.22775627,0.99905864,3.39111458,2.75944208,690.46292846,283.32377984,133.42507379,54.74949440,287.62246339,118.02267745,129.63959019,53.19616332,44.76986990,18.37081796,30.44192021,12.49150323,30.40999048,12.47840122,34.15402050,14.01472228
62,2.18778225,7.16245156,5.23523003,0.54966164,0.40176260,0.13437109,0.09821547,0.46875364,0.34262475,0.46174345,0.33750081,0.31083296,0.22719623,1.41752921,1.03611053,3.81955957,2.79181965,623.47208418,284.97903941,121.06316818,55.33602266,260.66726872,119.14680662,116.38811402,53.19913076,40.11922675,18.33785183,27.88210122,12.74445901,27.65019631,12.63845902,29.70200897,13.57630951
63,2.18998040,7.14952723,5.23809819,0.54826479,0.40168597,0.13404916,0.09821106,0.46762603,0.34260602,0.46060477,0.33746190,0.31009038,0.22718759,1.41467996,1.03646469,3.81421215,2.79448097,624.18342319,285.01781252,121.19967065,55.34281066,260.93531329,119.14961122,116.50159495,53.19755141,40.15895074,18.33758454,27.91344297,12.74597844,27.69425396,12.64589124,29.78019664,13.59838501
64,2.43261385,6.35494904,5.15850519,0.49035151,0.39803322,0.11996003,0.09737520,0.42081275,0.34158650,0.41191722,0.33436572,0.27024642,0.21936723,1.23202764,1.00007426,3.40963345,2.76770305,689.25830290,283.34061389,133.17639856,54.74621396,287.08476324,118.01493390,129.39645719,53.19235396,44.68389497,18.36867569,30.38339017,12.49001773,30.37076278,12.48482686,34.16263598,14.04359180
65,2.18998040,7.14952723,5.23809819,0.54826479,0.40168597,0.13404916,0.09821106,0.46762603,0.34260602,0.46060477,0.33746190,0.31009038,0.22718759,1.41467996,1.03646469,3.81421215,2.79448097,624.18342319,285.01781252,121.19967065,55.34281066,260.93531329,119.14961122,116.50159495,53.19755141,40.15895074,18.33758454,27.91344297,12.74597844,27.69425396,12.64589124,29.78019664,13.59838501
66,2.42205032,6.36017921,5.15407598,0.49138198,0.39819948,0.12018550,0.09739430,0.42160150,0.34165172,0.41305083,0.33472255,0.27128553,0.21984070,1.23526743,1.00101931,3.40740643,2.76124792,686.01642384,283.23789120,132.56344019,54.73191012,285.79618772,117.99762617,128.82514908,53.18846939,44.49153899,18.36937024,30.24275726,12.48642816,30.19123443,12.46515575,33.90611617,13.99893138
67,1.93458526,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,510.68257730,263.97522429,103.84093180,53.67606901,226.63218792,117.14768683,99.37901055,51.36967221,30.31005797,15.66747077,18.39252037,9.50721624,16.42246317,8.48888055,15.70540551,8.11822868
