CMFD Cell,FSR id,Centroid
200,880,"-1.176251,-0.734114,-39.721002"
200,878,"-1.178908,-0.733634,-49.989703"
201,2590,"-0.691076,-0.356769,-49.950303"
201,2591,"-0.686933,-0.342309,-40.496103"
201,2318,"-0.570173,-0.442104,-40.492901"
201,2692,"-0.624486,-0.191382,-40.530813"
201,3934,"-0.651460,-0.386036,-50.010017"
201,2693,"-0.624723,-0.249655,-39.613965"
201,3802,"-0.581053,-0.447599,-40.502499"
201,2691,"-0.624485,-0.251643,-49.977023"
201,2317,"-0.564244,-0.441301,-49.990574"
201,3936,"-0.652058,-0.383098,-39.624474"
201,3935,"-0.652770,-0.351750,-40.538938"
201,2592,"-0.687456,-0.362167,-39.594313"
201,2319,"-0.565347,-0.443924,-39.594334"
202,1125,"0.000000,0.000000,-40.522297"
202,633,"0.000000,0.000000,-40.519490"
202,598,"0.000000,-0.000000,-49.979621"
202,1126,"0.000000,0.000000,-39.717375"
202,600,"0.000000,0.000000,-39.671088"
202,2396,"-0.000000,0.000000,-50.002095"
202,2397,"0.000000,-0.000000,-40.482898"
202,3870,"-0.000000,-0.000000,-40.518507"
202,634,"0.000000,0.000000,-39.735183"
202,2398,"-0.000000,0.000000,-39.604457"
202,1124,"0.000000,0.000000,-49.978945"
202,632,"0.000000,0.000000,-49.938079"
202,599,"0.000000,-0.000000,-40.480167"
203,3426,"0.691076,0.356769,-49.950303"
203,1754,"0.652058,0.383098,-39.624474"
203,3427,"0.686933,0.342309,-40.496103"
203,3212,"0.564244,0.441301,-49.990574"
203,3214,"0.565347,0.443924,-39.594334"
203,3872,"0.581053,0.447599,-40.502499"
203,1786,"0.624485,0.251643,-49.977023"
203,3213,"0.570173,0.442104,-40.492901"
203,1788,"0.624723,0.249655,-39.613965"
203,1787,"0.624486,0.191382,-40.530813"
203,1753,"0.652770,0.351750,-40.538938"
203,3428,"0.687456,0.362167,-39.594313"
203,1752,"0.651460,0.386036,-50.010017"
204,206,"1.174358,0.752634,-39.793074"
204,205,"1.189322,0.755864,-40.517804"
204,3442,"1.189249,0.779507,-40.484761"
204,478,"1.297173,0.632330,-50.001046"
204,480,"1.297424,0.634178,-39.734027"
204,1893,"1.174326,0.760442,-40.511699"
204,2212,"1.190568,0.767349,-40.511894"
204,479,"1.287256,0.686561,-40.521988"
204,204,"1.175454,0.755115,-49.983381"
204,3441,"1.178577,0.735441,-49.989481"
204,2211,"1.178908,0.733634,-49.989703"
204,3443,"1.178774,0.736892,-39.668489"
204,2213,"1.176251,0.734114,-39.721002"
205,3381,"1.781352,1.066813,-39.622744"
205,568,"1.780993,1.070419,-40.509966"
205,1411,"1.854909,1.051724,-40.483251"
205,3379,"1.782397,1.066819,-49.975716"
205,2801,"1.781023,1.087302,-40.519353"
205,244,"1.782177,1.066393,-49.991517"
205,246,"1.781227,1.066844,-39.622754"
205,245,"1.780681,1.085879,-40.512932"
205,3380,"1.779364,1.079191,-40.497215"
205,569,"1.784062,1.069142,-39.544737"
205,1410,"1.835413,1.039744,-49.981186"
205,1412,"1.836938,1.040112,-39.598917"
205,567,"1.783969,1.066173,-49.975954"
206,1336,"2.381256,1.322521,-40.527752"
206,3853,"2.380940,1.370251,-40.505330"
206,2674,"2.396537,1.377165,-49.967790"
206,997,"2.395342,1.379809,-39.624687"
206,996,"2.401750,1.348982,-40.526596"
206,2675,"2.373365,1.359392,-40.481660"
206,1140,"2.396042,1.352984,-40.518819"
206,1139,"2.395493,1.380964,-49.998861"
206,1335,"2.382850,1.367224,-50.015752"
206,995,"2.395811,1.381067,-50.003918"
206,1337,"2.382155,1.364745,-39.608549"
206,1141,"2.398413,1.379135,-39.619541"
206,2676,"2.395411,1.376459,-39.650964"
207,953,"-2.443423,-0.735834,-49.988523"
207,3600,"-2.334267,-0.762232,-40.491351"
207,2606,"-2.439244,-0.765859,-40.538156"
207,955,"-2.444911,-0.733643,-39.795231"
207,3601,"-2.322093,-0.709066,-39.703312"
207,1934,"-2.445030,-0.732473,-49.977607"
207,1935,"-2.436717,-0.779002,-40.493604"
207,2605,"-2.445137,-0.732536,-49.977662"
207,1936,"-2.440335,-0.733679,-39.668030"
207,2607,"-2.444933,-0.737963,-39.734133"
207,3599,"-2.325670,-0.714867,-49.957942"
207,954,"-2.440159,-0.758889,-40.541004"
207,1929,"-2.443042,-0.738064,-40.513565"
208,1636,"-1.835328,-0.280067,-39.642488"
208,3858,"-1.905629,-0.429665,-50.023418"
208,3859,"-1.871685,-0.405262,-40.540798"
208,1545,"-1.790696,-0.401347,-49.981539"
208,3860,"-1.903685,-0.429808,-39.686322"
208,1635,"-1.823752,-0.216819,-40.529941"
208,4066,"-1.864438,-0.423048,-49.997800"
208,1634,"-1.838993,-0.281724,-49.969139"
208,3004,"-1.792433,-0.409417,-40.494544"
208,1546,"-1.778401,-0.394421,-40.515069"
208,1547,"-1.791272,-0.402937,-39.553044"
208,4068,"-1.872355,-0.419735,-39.692742"
208,4067,"-1.833209,-0.388062,-40.567292"
209,1833,"-1.223598,0.000000,-40.505384"
209,1834,"-1.221296,-0.000000,-39.796248"
209,4002,"-1.202190,-0.000000,-39.784426"
209,4000,"-1.209678,0.000000,-49.945675"
209,3260,"-1.207533,-0.000000,-40.471463"
209,4001,"-1.218702,-0.000000,-40.481464"
209,3261,"-1.226690,0.000000,-39.615757"
209,2466,"-1.208968,-0.000000,-49.977430"
209,3874,"-1.235979,0.000000,-40.503204"
209,1832,"-1.221590,-0.000000,-49.919948"
209,2467,"-1.215250,0.000000,-40.478617"
209,2468,"-1.203760,-0.000000,-39.778756"
209,3259,"-1.224656,-0.000000,-49.991829"
210,2126,"-0.687456,0.362167,-39.594313"
210,2124,"-0.691076,0.356769,-49.950303"
210,5,"-0.624486,0.191382,-40.530813"
210,617,"-0.564244,0.441301,-49.990574"
210,6,"-0.624723,0.249655,-39.613965"
210,3929,"-0.581053,0.447599,-40.502499"
210,619,"-0.565347,0.443924,-39.594334"
210,3305,"-0.652770,0.351750,-40.538938"
210,2125,"-0.686933,0.342309,-40.496103"
210,3304,"-0.651460,0.386036,-50.010017"
210,4,"-0.624485,0.251643,-49.977023"
210,618,"-0.570173,0.442104,-40.492901"
210,3306,"-0.652058,0.383098,-39.624474"
211,374,"0.000000,0.708643,-49.961410"
211,667,"0.000000,0.733364,-49.987462"
211,1174,"-0.000000,0.734381,-49.978215"
211,1176,"-0.000000,0.736075,-39.622526"
211,668,"0.000000,0.769560,-40.523206"
211,669,"0.000000,0.730481,-39.799332"
211,1175,"-0.000000,0.786966,-40.473589"
211,2933,"-0.000000,0.774529,-40.514075"
211,376,"0.000000,0.712634,-39.635418"
211,2932,"0.000000,0.734724,-49.978361"
211,375,"0.000000,0.783775,-40.493699"
211,2508,"0.000000,0.733807,-40.516602"
211,2934,"0.000000,0.732618,-39.706875"
212,2544,"0.548504,1.042013,-40.513809"
212,1460,"0.563854,1.051182,-40.509874"
212,1239,"0.654762,1.065450,-39.543651"
212,1951,"0.509365,1.011998,-39.592908"
212,2545,"0.558012,1.022106,-39.625040"
212,1238,"0.680810,1.081761,-40.497684"
212,1459,"0.569400,1.020000,-49.993812"
212,2151,"0.659293,1.065917,-40.512270"
212,2543,"0.558795,1.022117,-49.981080"
212,1461,"0.569212,1.021038,-39.621715"
212,1237,"0.653415,1.063879,-49.979890"
212,1950,"0.525446,1.021728,-40.482359"
212,1949,"0.517506,1.004822,-49.947603"
213,719,"1.224791,1.354042,-39.622819"
213,444,"1.072190,1.451586,-49.989500"
213,445,"1.091798,1.414825,-40.506590"
213,446,"1.076805,1.451365,-39.681037"
213,2789,"1.224693,1.355289,-50.021451"
213,2791,"1.225132,1.353989,-39.622840"
213,1866,"1.219069,1.355084,-49.972202"
213,1867,"1.225697,1.333945,-40.519750"
213,1868,"1.219019,1.353815,-39.639506"
213,717,"1.224357,1.355425,-50.021392"
213,3628,"1.223463,1.346378,-40.509039"
213,718,"1.224791,1.330805,-40.519538"
213,2790,"1.225132,1.332153,-40.519618"
214,1567,"1.707244,1.723058,-39.768067"
214,1803,"1.877028,1.680403,-39.738281"
214,1981,"1.730908,1.774500,-39.698584"
214,1802,"1.864103,1.662416,-40.524738"
214,1979,"1.732547,1.768460,-49.970187"
214,1566,"1.716991,1.702767,-40.528449"
214,3290,"1.697169,1.696120,-40.530213"
214,3291,"1.686946,1.712130,-39.774320"
214,1801,"1.876491,1.680780,-49.997511"
214,1980,"1.748167,1.771033,-40.495072"
214,1565,"1.707488,1.723568,-49.990745"
214,2654,"1.877081,1.663717,-40.516837"
214,3289,"1.686977,1.712190,-50.012700"
216,3103,"-2.518980,-0.000000,-39.654383"
216,284,"-2.347771,-0.000000,-49.999950"
216,3101,"-2.515805,-0.000000,-49.940370"
216,4020,"-2.361246,-0.000000,-40.482565"
216,4021,"-2.372762,0.000000,-39.753530"
216,3102,"-2.557092,0.000000,-40.494919"
216,3039,"-2.376015,0.000000,-49.979793"
216,286,"-2.344783,-0.000000,-39.630768"
216,4019,"-2.373061,-0.000000,-49.938231"
216,3040,"-2.360475,-0.000000,-40.494788"
216,285,"-2.311912,-0.000000,-40.509141"
216,542,"-2.362137,0.000000,-40.489343"
216,3041,"-2.374673,0.000000,-39.756668"
217,2381,"-1.905629,0.429665,-50.023418"
217,2496,"-1.864438,0.423048,-49.997800"
217,3190,"-1.792433,0.409417,-40.494544"
217,1106,"-1.823752,0.216819,-40.529941"
217,1899,"-1.778401,0.394421,-40.515069"
217,1107,"-1.835328,0.280067,-39.642488"
217,1105,"-1.838993,0.281724,-49.969139"
217,1900,"-1.791272,0.402937,-39.553044"
217,1898,"-1.790696,0.401347,-49.981539"
217,2383,"-1.903685,0.429808,-39.686322"
217,2497,"-1.833209,0.388062,-40.567292"
217,2382,"-1.871685,0.405262,-40.540798"
217,2498,"-1.872355,0.419735,-39.692742"
218,1396,"-1.287256,0.686561,-40.521988"
218,1621,"-1.174358,0.752634,-39.793074"
218,1155,"-1.178577,0.735441,-49.989481"
218,1395,"-1.297173,0.632330,-50.001046"
218,3804,"-1.174326,0.760442,-40.511699"
218,1156,"-1.189249,0.779507,-40.484761"
218,1397,"-1.297424,0.634178,-39.734027"
218,1157,"-1.178774,0.736892,-39.668489"
218,2366,"-1.178908,0.733634,-49.989703"
218,1619,"-1.175454,0.755115,-49.983381"
218,1620,"-1.189322,0.755864,-40.517804"
218,2368,"-1.176251,0.734114,-39.721002"
218,2367,"-1.190568,0.767349,-40.511894"
219,3196,"-0.680810,1.081761,-40.497684"
219,3637,"-0.558012,1.022106,-39.625040"
219,3636,"-0.548504,1.042013,-40.513809"
219,900,"-0.569212,1.021038,-39.621715"
219,3683,"-0.509365,1.011998,-39.592908"
219,898,"-0.569400,1.020000,-49.993812"
219,3197,"-0.654762,1.065450,-39.543651"
219,3195,"-0.653415,1.063879,-49.979890"
219,899,"-0.563854,1.051182,-40.509874"
219,3681,"-0.517506,1.004822,-49.947603"
219,3594,"-0.659293,1.065917,-40.512270"
219,3682,"-0.525446,1.021728,-40.482359"
219,3635,"-0.558795,1.022117,-49.981080"
220,2024,"0.000000,1.401865,-50.022066"
220,3453,"0.000000,1.390614,-40.504717"
220,2025,"0.000000,1.380513,-40.520455"
220,1495,"0.000000,1.394334,-49.969774"
220,2026,"-0.000000,1.401526,-39.623062"
220,1716,"0.000000,1.401563,-50.021929"
220,1718,"0.000000,1.401137,-39.623012"
220,3915,"0.000000,1.286854,-39.509404"
220,1497,"0.000000,1.394646,-39.675549"
220,3913,"0.000000,1.292778,-49.998199"
220,1496,"-0.000000,1.383126,-40.520764"
220,3914,"0.000000,1.269838,-40.511151"
220,1717,"0.000000,1.378661,-40.520268"
221,2228,"0.560301,1.685761,-39.710390"
221,2886,"0.604288,1.782494,-40.494458"
221,2744,"0.559365,1.686633,-39.745426"
221,2227,"0.568796,1.653236,-40.514298"
221,2885,"0.602511,1.775106,-49.963568"
221,2742,"0.559636,1.686905,-49.999023"
221,2887,"0.600163,1.779519,-39.656015"
221,1668,"0.570075,1.647402,-40.504106"
221,2226,"0.560456,1.686129,-49.976660"
221,1667,"0.560723,1.686665,-49.956352"
221,1669,"0.558245,1.692518,-39.702597"
221,3995,"0.565398,1.670378,-40.526399"
221,2743,"0.568892,1.655165,-40.514243"
222,324,"1.222639,2.053182,-40.516436"
222,166,"1.222773,2.009279,-39.622137"
222,323,"1.221151,2.025871,-49.966169"
222,2288,"1.138836,2.120901,-39.694196"
222,1702,"1.222818,2.067636,-40.517263"
222,165,"1.222773,2.061750,-40.516961"
222,2286,"1.136607,2.119262,-49.982934"
222,2287,"1.147543,2.150006,-40.514441"
222,164,"1.222325,2.004107,-50.019502"
222,325,"1.220897,2.027097,-39.587561"
222,1703,"1.222818,2.010624,-39.622217"
222,989,"1.223538,2.048264,-40.508758"
222,1701,"1.222376,2.005174,-50.019723"
225,583,"-2.436717,0.779002,-40.493604"
225,424,"-2.443423,0.735834,-49.988523"
225,493,"-2.445137,0.732536,-49.977662"
225,494,"-2.439244,0.765859,-40.538156"
225,495,"-2.444933,0.737963,-39.734133"
225,1366,"-2.334267,0.762232,-40.491351"
225,1367,"-2.322093,0.709066,-39.703312"
225,426,"-2.444911,0.733643,-39.795231"
225,582,"-2.445030,0.732473,-49.977607"
225,425,"-2.440159,0.758889,-40.541004"
225,1365,"-2.325670,0.714867,-49.957942"
225,4061,"-2.443042,0.738064,-40.513565"
225,584,"-2.440335,0.733679,-39.668030"
226,1529,"-1.782177,1.066393,-49.991517"
226,1530,"-1.780681,1.085879,-40.512932"
226,824,"-1.784062,1.069142,-39.544737"
226,769,"-1.779364,1.079191,-40.497215"
226,2157,"-1.854909,1.051724,-40.483251"
226,2158,"-1.836938,1.040112,-39.598917"
226,1531,"-1.781227,1.066844,-39.622754"
226,823,"-1.781023,1.087302,-40.519353"
226,768,"-1.782397,1.066819,-49.975716"
226,2156,"-1.835413,1.039744,-49.981186"
226,4014,"-1.780993,1.070419,-40.509966"
226,822,"-1.783969,1.066173,-49.975954"
226,770,"-1.781352,1.066813,-39.622744"
227,2039,"-1.224357,1.355425,-50.021392"
227,3698,"-1.076805,1.451365,-39.681037"
227,788,"-1.219069,1.355084,-49.972202"
227,3696,"-1.072190,1.451586,-49.989500"
227,789,"-1.223463,1.346378,-40.509039"
227,3697,"-1.091798,1.414825,-40.506590"
227,2041,"-1.224791,1.354042,-39.622819"
227,2784,"-1.225697,1.333945,-40.519750"
227,2964,"-1.225132,1.353989,-39.622840"
227,2962,"-1.224693,1.355289,-50.021451"
227,790,"-1.219019,1.353815,-39.639506"
227,2040,"-1.224791,1.330805,-40.519538"
227,2963,"-1.225132,1.332153,-40.519618"
228,650,"-0.560301,1.685761,-39.710390"
228,3229,"-0.602511,1.775106,-49.963568"
228,2301,"-0.560723,1.686665,-49.956352"
228,3948,"-0.565398,1.670378,-40.526399"
228,1687,"-0.568892,1.655165,-40.514243"
228,1686,"-0.559636,1.686905,-49.999023"
228,2303,"-0.558245,1.692518,-39.702597"
228,648,"-0.560456,1.686129,-49.976660"
228,1688,"-0.559365,1.686633,-39.745426"
228,2302,"-0.570075,1.647402,-40.504106"
228,3231,"-0.600163,1.779519,-39.656015"
228,3230,"-0.604288,1.782494,-40.494458"
228,649,"-0.568796,1.653236,-40.514298"
229,2650,"-0.000000,1.992003,-40.504994"
229,3535,"-0.000000,1.970013,-39.622252"
229,550,"0.000000,1.970662,-39.622319"
229,1883,"-0.000000,1.976355,-39.627363"
229,2431,"-0.000000,2.194469,-49.980652"
229,548,"0.000000,1.966163,-50.020006"
229,3534,"-0.000000,2.021566,-40.517398"
229,1881,"0.000000,1.977127,-49.964611"
229,3533,"0.000000,1.965791,-50.019822"
229,1882,"-0.000000,2.014177,-40.516953"
229,2432,"-0.000000,2.213156,-40.510751"
229,549,"0.000000,2.026781,-40.517649"
229,2433,"-0.000000,2.198602,-39.598150"
230,3458,"0.660126,2.443025,-49.979303"
230,3568,"0.549163,2.424073,-40.516167"
230,3459,"0.627438,2.376511,-40.523758"
230,3567,"0.562244,2.456566,-49.983870"
230,3460,"0.662262,2.441555,-39.643898"
230,2757,"0.565344,2.441187,-49.952396"
230,3547,"0.698398,2.441443,-40.516330"
230,2758,"0.559676,2.445037,-40.499370"
230,2449,"0.561744,2.430467,-39.650208"
230,2448,"0.557074,2.448918,-40.478537"
230,2447,"0.562437,2.434934,-49.956244"
230,3569,"0.559345,2.454459,-39.663818"
230,2759,"0.556451,2.437848,-39.668117"
234,1444,"-2.395811,1.381067,-50.003918"
234,1651,"-2.398413,1.379135,-39.619541"
234,2897,"-2.380940,1.370251,-40.505330"
234,1445,"-2.401750,1.348982,-40.526596"
234,1650,"-2.396042,1.352984,-40.518819"
234,860,"-2.395411,1.376459,-39.650964"
234,1649,"-2.395493,1.380964,-49.998861"
234,858,"-2.396537,1.377165,-49.967790"
234,3474,"-2.381256,1.322521,-40.527752"
234,1446,"-2.395342,1.379809,-39.624687"
234,3473,"-2.382850,1.367224,-50.015752"
234,3475,"-2.382155,1.364745,-39.608549"
234,859,"-2.373365,1.359392,-40.481660"
235,3366,"-1.707244,1.723058,-39.768067"
235,1585,"-1.876491,1.680780,-49.997511"
235,3968,"-1.732547,1.768460,-49.970187"
235,1586,"-1.877081,1.663717,-40.516837"
235,3364,"-1.707488,1.723568,-49.990745"
235,2241,"-1.686977,1.712190,-50.012700"
235,3365,"-1.716991,1.702767,-40.528449"
235,2243,"-1.686946,1.712130,-39.774320"
235,1587,"-1.877028,1.680403,-39.738281"
235,2242,"-1.697169,1.696120,-40.530213"
235,1925,"-1.864103,1.662416,-40.524738"
235,3970,"-1.730908,1.774500,-39.698584"
235,3969,"-1.748167,1.771033,-40.495072"
236,104,"-1.221151,2.025871,-49.966169"
236,106,"-1.220897,2.027097,-39.587561"
236,340,"-1.222773,2.009279,-39.622137"
236,339,"-1.222773,2.061750,-40.516961"
236,3553,"-1.147543,2.150006,-40.514441"
236,1914,"-1.222818,2.067636,-40.517263"
236,338,"-1.222325,2.004107,-50.019502"
236,3554,"-1.138836,2.120901,-39.694196"
236,1913,"-1.222376,2.005174,-50.019723"
236,1915,"-1.222818,2.010624,-39.622217"
236,105,"-1.223538,2.048264,-40.508758"
236,3552,"-1.136607,2.119262,-49.982934"
236,2720,"-1.222639,2.053182,-40.516436"
237,684,"-0.561744,2.430467,-39.650208"
237,2979,"-0.559345,2.454459,-39.663818"
237,2978,"-0.549163,2.424073,-40.516167"
237,809,"-0.556451,2.437848,-39.668117"
237,84,"-0.660126,2.443025,-49.979303"
237,807,"-0.565344,2.441187,-49.952396"
237,1424,"-0.698398,2.441443,-40.516330"
237,683,"-0.557074,2.448918,-40.478537"
237,2977,"-0.562244,2.456566,-49.983870"
237,808,"-0.559676,2.445037,-40.499370"
237,85,"-0.627438,2.376511,-40.523758"
237,86,"-0.662262,2.441555,-39.643898"
237,682,"-0.562437,2.434934,-49.956244"
238,3058,"-0.000000,2.873052,-39.622201"
238,2808,"0.000000,2.861593,-49.981700"
238,1277,"0.000000,2.874898,-49.980169"
238,3056,"-0.000000,2.874084,-49.979758"
238,3520,"-0.000000,2.671328,-39.538693"
238,3545,"-0.000000,2.879839,-40.475146"
238,2810,"-0.000000,2.866638,-39.683854"
238,1279,"-0.000000,2.873874,-39.622127"
238,2809,"-0.000000,2.878621,-40.518194"
238,3057,"-0.000000,2.877468,-40.476066"
238,1278,"-0.000000,2.878365,-40.475604"
238,3519,"-0.000000,2.636850,-40.500930"
238,3518,"0.000000,2.673297,-50.005329"
247,701,"-0.000000,-2.862002,-29.492591"
247,3776,"-0.000000,-2.876368,-29.442814"
247,2711,"0.000000,-2.875631,-29.443334"
247,3397,"-0.000000,-2.671223,-29.370858"
248,2578,"0.660980,-2.442767,-29.459667"
248,511,"0.561341,-2.454937,-29.486444"
248,2950,"0.564542,-2.441067,-29.506615"
248,147,"0.562356,-2.434972,-29.509995"
249,3322,"1.136979,-2.120873,-29.503390"
249,3089,"1.222366,-2.007433,-29.403438"
249,3181,"1.221275,-2.026809,-29.424550"
249,2058,"1.222416,-2.008773,-29.403420"
250,67,"1.687769,-1.711596,-29.549276"
250,1353,"1.732807,-1.768098,-29.519937"
250,3149,"1.876026,-1.680052,-29.542519"
250,3491,"1.708040,-1.722345,-29.543363"
251,2516,"2.395989,-1.376878,-29.485980"
251,3119,"2.394310,-1.379666,-29.425475"
251,2175,"2.382341,-1.364856,-29.391360"
251,3074,"2.394813,-1.379669,-29.424571"
255,1192,"-0.564542,-2.441067,-29.506615"
255,735,"-0.561341,-2.454937,-29.486444"
255,396,"-0.562356,-2.434972,-29.509995"
255,127,"-0.660980,-2.442767,-29.459667"
256,2728,"-0.000000,-2.195742,-29.427249"
256,2195,"0.000000,-1.977574,-29.464833"
256,2531,"0.000000,-1.968981,-29.403412"
256,2905,"0.000000,-1.969628,-29.403397"
257,3619,"0.561015,-1.684888,-29.489613"
257,2775,"0.559920,-1.686235,-29.546577"
257,1073,"0.601840,-1.774509,-29.488783"
257,3956,"0.561078,-1.684819,-29.489469"
258,3729,"1.224733,-1.353980,-29.403282"
258,27,"1.219304,-1.354685,-29.469902"
258,3164,"1.224397,-1.354032,-29.403286"
258,1819,"1.072980,-1.450067,-29.481446"
259,2641,"1.783842,-1.066449,-29.377929"
259,3761,"1.781501,-1.066119,-29.482267"
259,2012,"1.781558,-1.065878,-29.454148"
259,1478,"1.836068,-1.039510,-29.479379"
260,4084,"2.445132,-0.734252,-29.545785"
260,2097,"2.325888,-0.715729,-29.539007"
260,1053,"2.443413,-0.736302,-29.580288"
260,1207,"2.445331,-0.733787,-29.516076"
263,1774,"-1.136979,-2.120873,-29.503390"
263,2142,"-1.222416,-2.008773,-29.403420"
263,1319,"-1.222366,-2.007433,-29.403438"
263,2112,"-1.221275,-2.026809,-29.424550"
264,466,"-0.559920,-1.686235,-29.546577"
264,267,"-0.561015,-1.684888,-29.489613"
264,3668,"-0.601840,-1.774509,-29.488783"
264,3791,"-0.561078,-1.684819,-29.489469"
265,2259,"0.000000,-1.400687,-29.403232"
265,227,"0.000000,-1.394286,-29.507172"
265,1997,"-0.000000,-1.291141,-29.338529"
265,1607,"0.000000,-1.400298,-29.403243"
266,920,"0.518081,-1.004961,-29.461949"
266,3812,"0.568835,-1.020600,-29.462585"
266,1517,"0.558350,-1.022328,-29.453877"
266,751,"0.653655,-1.064157,-29.374133"
267,1967,"1.175643,-0.755607,-29.579826"
267,4052,"1.179109,-0.734680,-29.542087"
267,2484,"1.178670,-0.736092,-29.515076"
267,1735,"1.296680,-0.633308,-29.547472"
268,2841,"1.790658,-0.401687,-29.402941"
268,3027,"1.838476,-0.279488,-29.459496"
268,841,"1.863841,-0.421532,-29.492325"
268,3012,"1.904312,-0.428406,-29.498077"
269,4037,"2.375820,0.000000,-29.562360"
269,411,"2.346455,0.000000,-29.453881"
269,187,"2.374056,-0.000000,-29.560423"
269,2856,"2.517743,-0.000000,-29.478191"
271,3901,"-1.708040,-1.722345,-29.543363"
271,1432,"-1.876026,-1.680052,-29.542519"
271,527,"-1.732807,-1.768098,-29.519937"
271,2920,"-1.687769,-1.711596,-29.549276"
272,2354,"-1.219304,-1.354685,-29.469902"
272,2662,"-1.224397,-1.354032,-29.403286"
272,47,"-1.072980,-1.450067,-29.481446"
272,3352,"-1.224733,-1.353980,-29.403282"
273,3829,"-0.568835,-1.020600,-29.462585"
273,1260,"-0.558350,-1.022328,-29.453877"
273,1299,"-0.653655,-1.064157,-29.374133"
273,3986,"-0.518081,-1.004961,-29.461949"
274,2826,"0.000000,-0.735330,-29.493313"
274,1383,"0.000000,-0.733899,-29.582585"
274,3506,"-0.000000,-0.709592,-29.500097"
274,1033,"0.000000,-0.736411,-29.538429"
275,3653,"0.651720,-0.385577,-29.474389"
275,3134,"0.624699,-0.249597,-29.432944"
275,936,"0.691524,-0.356507,-29.473879"
275,1017,"0.564750,-0.441428,-29.428122"
276,1092,"1.224944,0.000000,-29.449142"
276,3714,"1.209079,-0.000000,-29.578983"
276,3412,"1.210647,-0.000000,-29.581482"
276,307,"1.221907,0.000000,-29.581685"
277,2415,"1.863841,0.421532,-29.492325"
277,3585,"1.904312,0.428406,-29.498077"
277,3844,"1.838476,0.279488,-29.459496"
277,2871,"1.790658,0.401687,-29.402941"
278,3277,"2.445132,0.734252,-29.545785"
278,2274,"2.325888,0.715729,-29.539007"
278,357,"2.443413,0.736302,-29.580288"
278,3337,"2.445331,0.733787,-29.516076"
279,1854,"-2.382341,-1.364856,-29.391360"
279,976,"-2.394310,-1.379666,-29.425475"
279,2339,"-2.394813,-1.379669,-29.424571"
279,3882,"-2.395989,-1.376878,-29.485980"
280,2078,"-1.781501,-1.066119,-29.482267"
280,3247,"-1.781558,-1.065878,-29.454148"
280,2625,"-1.783842,-1.066449,-29.377929"
280,2561,"-1.836068,-1.039510,-29.479379"
281,3744,"-1.178670,-0.736092,-29.515076"
281,881,"-1.179109,-0.734680,-29.542087"
281,2995,"-1.175643,-0.755607,-29.579826"
281,1222,"-1.296680,-0.633308,-29.547472"
282,2694,"-0.624699,-0.249597,-29.432944"
282,2320,"-0.564750,-0.441428,-29.428122"
282,2593,"-0.691524,-0.356507,-29.473879"
282,3937,"-0.651720,-0.385577,-29.474389"
283,2399,"-0.000000,0.000000,-29.426478"
283,635,"0.000000,0.000000,-29.537413"
283,1127,"0.000000,0.000000,-29.499992"
283,601,"0.000000,-0.000000,-29.493247"
284,3215,"0.564750,0.441428,-29.428122"
284,1789,"0.624699,0.249597,-29.432944"
284,3429,"0.691524,0.356507,-29.473879"
284,1755,"0.651720,0.385577,-29.474389"
285,481,"1.296680,0.633308,-29.547472"
285,3444,"1.178670,0.736092,-29.515076"
285,2214,"1.179109,0.734680,-29.542087"
285,207,"1.175643,0.755607,-29.579826"
286,3382,"1.781501,1.066119,-29.482267"
286,1413,"1.836068,1.039510,-29.479379"
286,570,"1.783842,1.066449,-29.377929"
286,247,"1.781558,1.065878,-29.454148"
287,998,"2.394813,1.379669,-29.424571"
287,1338,"2.382341,1.364856,-29.391360"
287,1142,"2.394310,1.379666,-29.425475"
287,2677,"2.395989,1.376878,-29.485980"
288,2608,"-2.445132,-0.734252,-29.545785"
288,1937,"-2.445331,-0.733787,-29.516076"
288,956,"-2.443413,-0.736302,-29.580288"
288,3602,"-2.325888,-0.715729,-29.539007"
289,1637,"-1.838476,-0.279488,-29.459496"
289,1548,"-1.790658,-0.401687,-29.402941"
289,4069,"-1.863841,-0.421532,-29.492325"
289,3861,"-1.904312,-0.428406,-29.498077"
290,4003,"-1.210647,-0.000000,-29.581482"
290,2469,"-1.209079,-0.000000,-29.578983"
290,1835,"-1.221907,0.000000,-29.581685"
290,3262,"-1.224944,0.000000,-29.449142"
291,2127,"-0.691524,0.356507,-29.473879"
291,7,"-0.624699,0.249597,-29.432944"
291,3307,"-0.651720,0.385577,-29.474389"
291,620,"-0.564750,0.441428,-29.428122"
292,1177,"-0.000000,0.735330,-29.493313"
292,670,"0.000000,0.733899,-29.582585"
292,2935,"0.000000,0.736411,-29.538429"
292,377,"0.000000,0.709592,-29.500097"
293,1952,"0.518081,1.004961,-29.461949"
293,2546,"0.558350,1.022328,-29.453877"
293,1462,"0.568835,1.020600,-29.462585"
293,1240,"0.653655,1.064157,-29.374133"
294,2792,"1.224733,1.353980,-29.403282"
294,1869,"1.219304,1.354685,-29.469902"
294,447,"1.072980,1.450067,-29.481446"
294,720,"1.224397,1.354032,-29.403286"
295,1568,"1.708040,1.722345,-29.543363"
295,1804,"1.876026,1.680052,-29.542519"
295,3292,"1.687769,1.711596,-29.549276"
295,1982,"1.732807,1.768098,-29.519937"
297,3042,"-2.375820,0.000000,-29.562360"
297,287,"-2.346455,-0.000000,-29.453881"
