CMFD Cell,FSR id,Centroid
419,2778,"0.559979,-1.686083,9.854017"
420,3732,"1.224729,-1.354581,9.770753"
420,30,"1.219232,-1.355201,9.825945"
420,3167,"1.224393,-1.354671,9.770759"
420,1822,"1.072078,-1.450473,9.818238"
421,2015,"1.781763,-1.067360,9.822368"
421,2644,"1.783863,-1.066194,9.781091"
421,3764,"1.782066,-1.067018,9.850332"
421,1481,"1.836461,-1.040386,9.860123"
422,1056,"2.443390,-0.736350,9.860844"
422,2100,"2.326051,-0.716790,9.861041"
422,1210,"2.444898,-0.735124,9.860839"
422,4087,"2.445004,-0.735030,9.860839"
425,1777,"-1.136836,-2.121199,9.833902"
425,2115,"-1.221238,-2.026258,9.806798"
425,1322,"-1.222362,-2.005975,9.770655"
425,2145,"-1.222413,-2.007190,9.770748"
426,3671,"-0.601877,-1.776228,9.833113"
426,469,"-0.559979,-1.686083,9.854017"
426,270,"-0.560824,-1.685666,9.814309"
426,3794,"-0.560887,-1.685562,9.814287"
427,230,"0.000000,-1.394331,9.845452"
427,2000,"-0.000000,-1.292080,9.757189"
427,1610,"0.000000,-1.400909,9.770604"
427,2262,"0.000000,-1.401258,9.770692"
428,923,"0.517088,-1.005133,9.830641"
428,3815,"0.570299,-1.021209,9.832627"
428,1520,"0.558837,-1.022232,9.822281"
428,754,"0.653582,-1.063900,9.779561"
429,1970,"1.175638,-0.755661,9.860851"
429,2487,"1.179083,-0.737552,9.861058"
429,1738,"1.296469,-0.634536,9.861130"
429,4055,"1.179433,-0.735580,9.861079"
430,2844,"1.790607,-0.401207,9.802110"
430,3015,"1.904250,-0.429442,9.838258"
430,3030,"1.838531,-0.280014,9.816308"
430,844,"1.863995,-0.422579,9.831809"
431,2859,"2.516996,-0.000000,9.825020"
431,414,"2.346757,0.000000,9.812422"
431,190,"2.373613,-0.000000,9.860521"
431,4040,"2.375432,0.000000,9.860491"
433,2923,"-1.687565,-1.711918,9.844045"
433,530,"-1.732898,-1.769166,9.842858"
433,3904,"-1.707842,-1.722759,9.841089"
433,1435,"-1.875879,-1.679894,9.853218"
434,2357,"-1.219232,-1.355201,9.825945"
434,3355,"-1.224729,-1.354581,9.770753"
434,50,"-1.072078,-1.450473,9.818238"
434,2665,"-1.224393,-1.354671,9.770759"
435,3989,"-0.517088,-1.005133,9.830641"
435,1263,"-0.558837,-1.022232,9.822281"
435,1302,"-0.653582,-1.063900,9.779561"
435,3832,"-0.570299,-1.021209,9.832627"
436,3509,"-0.000000,-0.711764,9.860819"
436,1386,"0.000000,-0.733899,9.860862"
436,1036,"-0.000000,-0.737272,9.860822"
436,2829,"0.000000,-0.737082,9.860824"
437,3656,"0.651212,-0.385293,9.842439"
437,939,"0.691285,-0.356420,9.851365"
437,3137,"0.624153,-0.250229,9.805948"
437,1020,"0.564824,-0.441121,9.807815"
438,1095,"1.224934,0.000000,9.816127"
438,3717,"1.209114,-0.000000,9.860463"
438,310,"1.221907,-0.000000,9.860562"
438,3415,"1.210647,-0.000000,9.860494"
439,3588,"1.904250,0.429442,9.838258"
439,3847,"1.838531,0.280014,9.816308"
439,2874,"1.790607,0.401207,9.802110"
439,2418,"1.863995,0.422579,9.831809"
440,3280,"2.445004,0.735030,9.860839"
440,2277,"2.326051,0.716790,9.861041"
440,360,"2.443390,0.736350,9.860844"
440,3340,"2.444898,0.735124,9.860839"
441,3885,"-2.396090,-1.377162,9.835572"
441,1857,"-2.382504,-1.365867,9.767168"
441,979,"-2.395496,-1.380151,9.793372"
441,2342,"-2.395973,-1.380139,9.792504"
442,2628,"-1.783863,-1.066194,9.781091"
442,2564,"-1.836461,-1.040386,9.860123"
442,2081,"-1.782066,-1.067018,9.850332"
442,3250,"-1.781763,-1.067360,9.822368"
443,884,"-1.179433,-0.735580,9.861079"
443,3747,"-1.179083,-0.737552,9.861058"
443,2998,"-1.175638,-0.755661,9.860851"
443,1225,"-1.296469,-0.634536,9.861130"
444,2596,"-0.691285,-0.356420,9.851365"
444,3940,"-0.651212,-0.385293,9.842439"
444,2697,"-0.624153,-0.250229,9.805948"
444,2323,"-0.564824,-0.441121,9.807815"
445,2402,"-0.000000,0.000000,9.802290"
445,1130,"0.000000,0.000000,9.819657"
445,604,"0.000000,-0.000000,9.820727"
445,638,"0.000000,0.000000,9.847892"
446,3432,"0.691285,0.356420,9.851365"
446,1758,"0.651212,0.385293,9.842439"
446,1792,"0.624153,0.250229,9.805948"
446,3218,"0.564824,0.441121,9.807815"
447,3447,"1.179083,0.737552,9.861058"
447,2217,"1.179433,0.735580,9.861079"
447,210,"1.175638,0.755661,9.860851"
447,484,"1.296469,0.634536,9.861130"
448,250,"1.781763,1.067360,9.822368"
448,573,"1.783863,1.066194,9.781091"
448,3385,"1.782066,1.067018,9.850332"
448,1416,"1.836461,1.040386,9.860123"
449,1341,"2.382504,1.365867,9.767168"
449,1001,"2.395973,1.380139,9.792504"
449,2680,"2.396090,1.377162,9.835572"
449,1145,"2.395496,1.380151,9.793372"
450,1940,"-2.444898,-0.735124,9.860839"
450,3605,"-2.326051,-0.716790,9.861041"
450,2611,"-2.445004,-0.735030,9.860839"
450,959,"-2.443390,-0.736350,9.860844"
451,1551,"-1.790607,-0.401207,9.802110"
451,1640,"-1.838531,-0.280014,9.816308"
451,3864,"-1.904250,-0.429442,9.838258"
451,4072,"-1.863995,-0.422579,9.831809"
452,3265,"-1.224934,0.000000,9.816127"
452,2472,"-1.209114,-0.000000,9.860463"
452,1838,"-1.221907,0.000000,9.860562"
452,4006,"-1.210647,-0.000000,9.860494"
453,2130,"-0.691285,0.356420,9.851365"
453,3310,"-0.651212,0.385293,9.842439"
453,623,"-0.564824,0.441121,9.807815"
453,10,"-0.624153,0.250229,9.805948"
454,2938,"0.000000,0.737272,9.860822"
454,380,"0.000000,0.711764,9.860819"
454,673,"0.000000,0.733899,9.860862"
454,1180,"-0.000000,0.737082,9.860824"
455,1465,"0.570299,1.021209,9.832627"
455,2549,"0.558837,1.022232,9.822281"
455,1243,"0.653582,1.063900,9.779561"
455,1955,"0.517088,1.005133,9.830641"
456,450,"1.072078,1.450473,9.818238"
456,723,"1.224393,1.354671,9.770759"
456,2795,"1.224729,1.354581,9.770753"
456,1872,"1.219232,1.355201,9.825945"
457,1985,"1.732898,1.769166,9.842858"
457,3295,"1.687565,1.711918,9.844045"
457,1807,"1.875879,1.679894,9.853218"
457,1571,"1.707842,1.722759,9.841089"
459,3045,"-2.375432,0.000000,9.860491"
459,3107,"-2.516996,-0.000000,9.825020"
459,4025,"-2.373613,-0.000000,9.860521"
459,290,"-2.346757,-0.000000,9.812422"
460,1904,"-1.790607,0.401207,9.802110"
460,1111,"-1.838531,0.280014,9.816308"
460,2387,"-1.904250,0.429442,9.838258"
460,2502,"-1.863995,0.422579,9.831809"
461,1161,"-1.179083,0.737552,9.861058"
461,1625,"-1.175638,0.755661,9.860851"
461,2372,"-1.179433,0.735580,9.861079"
461,1401,"-1.296469,0.634536,9.861130"
462,904,"-0.570299,1.021209,9.832627"
462,3201,"-0.653582,1.063900,9.779561"
462,3641,"-0.558837,1.022232,9.822281"
462,3687,"-0.517088,1.005133,9.830641"
463,3919,"-0.000000,1.292080,9.757189"
463,2030,"0.000000,1.401258,9.770692"
463,1501,"0.000000,1.394331,9.845452"
463,1722,"0.000000,1.400909,9.770604"
464,2891,"0.601877,1.776228,9.833113"
464,1673,"0.560824,1.685666,9.814309"
464,2232,"0.560887,1.685562,9.814287"
464,2748,"0.559979,1.686083,9.854017"
465,2292,"1.136836,2.121199,9.833902"
465,170,"1.222362,2.005975,9.770655"
465,329,"1.221238,2.026258,9.806798"
465,1707,"1.222413,2.007190,9.770748"
468,1371,"-2.326051,0.716790,9.861041"
468,430,"-2.443390,0.736350,9.860844"
468,499,"-2.445004,0.735030,9.860839"
468,588,"-2.444898,0.735124,9.860839"
469,774,"-1.782066,1.067018,9.850332"
469,828,"-1.783863,1.066194,9.781091"
469,1535,"-1.781763,1.067360,9.822368"
469,2162,"-1.836461,1.040386,9.860123"
470,3702,"-1.072078,1.450473,9.818238"
470,2968,"-1.224729,1.354581,9.770753"
470,2045,"-1.224393,1.354671,9.770759"
470,794,"-1.219232,1.355201,9.825945"
471,1692,"-0.559979,1.686083,9.854017"
471,2307,"-0.560824,1.685666,9.814309"
471,654,"-0.560887,1.685562,9.814287"
471,3235,"-0.601877,1.776228,9.833113"
472,554,"0.000000,1.968076,9.770728"
472,3539,"0.000000,1.967555,9.770721"
472,2437,"-0.000000,2.195698,9.803328"
472,1887,"-0.000000,1.977717,9.827636"
473,2763,"0.565113,2.440934,9.846632"
473,2453,"0.561933,2.435403,9.855874"
473,3464,"0.660776,2.443332,9.814381"
473,3573,"0.562348,2.454333,9.831955"
477,864,"-2.396090,1.377162,9.835572"
477,3479,"-2.382504,1.365867,9.767168"
477,1655,"-2.395496,1.380151,9.793372"
477,1450,"-2.395973,1.380139,9.792504"
478,3370,"-1.707842,1.722759,9.841089"
478,2247,"-1.687565,1.711918,9.844045"
478,1591,"-1.875879,1.679894,9.853218"
478,3974,"-1.732898,1.769166,9.842858"
479,3558,"-1.136836,2.121199,9.833902"
479,110,"-1.221238,2.026258,9.806798"
479,344,"-1.222362,2.005975,9.770655"
479,1919,"-1.222413,2.007190,9.770748"
480,2983,"-0.562348,2.454333,9.831955"
480,688,"-0.561933,2.435403,9.855874"
480,813,"-0.565113,2.440934,9.846632"
480,90,"-0.660776,2.443332,9.814381"
481,3524,"0.000000,2.671870,9.779538"
481,2814,"0.000000,2.861690,9.828508"
481,3062,"-0.000000,2.873406,9.811311"
481,1283,"0.000000,2.874263,9.810685"
490,705,"-0.000000,-2.862495,24.957618"
490,3781,"0.000000,-2.876357,34.780488"
490,3401,"-0.000000,-2.669489,24.923180"
490,2716,"0.000000,-2.875632,34.780805"
490,2715,"0.000000,-2.875630,24.960537"
490,3402,"-0.000000,-2.673313,34.732651"
490,706,"0.000000,-2.861426,34.789847"
490,3780,"-0.000000,-2.876378,24.960141"
491,2955,"0.565220,-2.441141,34.809635"
491,516,"0.562369,-2.455833,34.803602"
491,515,"0.560470,-2.454178,24.979655"
491,151,"0.562206,-2.435161,25.003508"
491,2954,"0.563964,-2.441003,24.994445"
491,2582,"0.662013,-2.441906,24.962630"
491,2583,"0.659754,-2.443788,34.796732"
491,152,"0.562532,-2.434750,34.803577"
492,3327,"1.136208,-2.119097,34.803794"
492,3326,"1.137639,-2.122391,24.969156"
492,3093,"1.222717,-2.010216,24.915004"
492,3185,"1.221372,-2.028154,24.955587"
492,2062,"1.222450,-2.011772,24.921143"
492,2063,"1.222376,-2.005174,34.780300"
492,3186,"1.221159,-2.025201,34.767528"
492,3094,"1.221945,-2.004102,34.774040"
493,3153,"1.875333,-1.679357,24.981548"
493,3154,"1.876828,-1.680856,34.814550"
493,3496,"1.705522,-1.723481,34.805796"
493,71,"1.688834,-1.710872,24.978689"
493,1357,"1.734029,-1.767968,24.973906"
493,3495,"1.710238,-1.721353,24.948733"
493,1358,"1.731386,-1.768249,34.805775"
493,72,"1.686539,-1.712434,34.834380"
494,3078,"2.394567,-1.378299,24.944993"
494,2180,"2.383327,-1.369429,34.748218"
494,2520,"2.395338,-1.376454,24.984653"
494,2179,"2.381514,-1.361016,24.893241"
494,3123,"2.394029,-1.378410,24.945926"
494,3079,"2.395106,-1.381309,34.783882"
494,3124,"2.394647,-1.381169,34.784428"
494,2521,"2.396757,-1.377379,34.801079"
498,1196,"-0.563964,-2.441003,24.994445"
498,400,"-0.562206,-2.435161,25.003508"
498,131,"-0.662013,-2.441906,24.962630"
498,739,"-0.560470,-2.454178,24.979655"
498,740,"-0.562369,-2.455833,34.803602"
498,1197,"-0.565220,-2.441141,34.809635"
498,401,"-0.562532,-2.434750,34.803577"
498,132,"-0.659754,-2.443788,34.796732"
499,2910,"0.000000,-1.964500,34.739416"
499,2536,"0.000000,-1.964915,34.749910"
499,2732,"-0.000000,-2.197026,24.943712"
499,2535,"0.000000,-1.972413,24.891436"
499,2200,"0.000000,-1.976699,34.786239"
499,2733,"-0.000000,-2.194212,34.766100"
499,2909,"0.000000,-1.973974,24.880469"
499,2199,"-0.000000,-1.978311,24.976801"
500,1077,"0.600935,-1.774442,24.964573"
500,1078,"0.602901,-1.774587,34.785835"
500,2780,"0.559543,-1.686951,34.820626"
500,2779,"0.560246,-1.685616,24.985424"
500,3961,"0.560724,-1.686356,34.824146"
500,3624,"0.560661,-1.686501,34.824318"
500,3623,"0.561316,-1.683520,24.964396"
500,3960,"0.561379,-1.683514,24.964387"
501,32,"1.219041,-1.355388,34.794505"
501,31,"1.219527,-1.354092,24.974430"
501,3168,"1.224429,-1.352871,24.921607"
501,3733,"1.224766,-1.352889,24.921459"
501,1823,"1.073916,-1.448176,24.962378"
501,1824,"1.071878,-1.452294,34.805359"
501,3734,"1.224693,-1.355289,34.781511"
501,3169,"1.224357,-1.355425,34.781279"
502,1482,"1.836590,-1.040370,25.011889"
502,2017,"1.781702,-1.065598,34.782075"
502,2645,"1.783670,-1.066755,24.928452"
502,1483,"1.835451,-1.038491,34.771606"
502,3766,"1.781826,-1.065485,34.782062"
502,2016,"1.781437,-1.066114,24.971485"
502,3765,"1.781227,-1.066655,24.999694"
502,2646,"1.784050,-1.066079,34.744671"
503,1057,"2.443224,-0.736860,24.992190"
503,1212,"2.445780,-0.732300,34.805018"
503,4089,"2.445222,-0.733427,34.834443"
503,1058,"2.443630,-0.735661,34.847523"
503,4088,"2.445054,-0.734961,25.010958"
503,2102,"2.325794,-0.714436,34.829710"
503,2101,"2.325968,-0.716834,25.013525"
503,1211,"2.444948,-0.735055,25.010787"
506,2117,"-1.221159,-2.025201,34.767528"
506,2147,"-1.222376,-2.005174,34.780300"
506,1778,"-1.137639,-2.122391,24.969156"
506,2116,"-1.221372,-2.028154,24.955587"
506,1779,"-1.136208,-2.119097,34.803794"
506,2146,"-1.222450,-2.011772,24.921143"
506,1324,"-1.221945,-2.004102,34.774040"
506,1323,"-1.222717,-2.010216,24.915004"
507,3796,"-0.560724,-1.686356,34.824146"
507,271,"-0.561316,-1.683520,24.964396"
507,470,"-0.560246,-1.685616,24.985424"
507,471,"-0.559543,-1.686951,34.820626"
507,3795,"-0.561379,-1.683514,24.964387"
507,3673,"-0.602901,-1.774587,34.785835"
507,272,"-0.560661,-1.686501,34.824318"
507,3672,"-0.600935,-1.774442,24.964573"
508,2264,"0.000000,-1.401865,34.781320"
508,1612,"0.000000,-1.401563,34.781048"
508,2001,"-0.000000,-1.288779,24.899286"
508,232,"0.000000,-1.394479,34.811343"
508,2263,"0.000000,-1.399705,24.922090"
508,2002,"0.000000,-1.294007,34.723941"
508,231,"0.000000,-1.394122,24.994264"
508,1611,"0.000000,-1.399243,24.922210"
509,3816,"0.568167,-1.021936,24.984980"
509,925,"0.517851,-1.004178,34.786397"
509,924,"0.518274,-1.005620,24.983078"
509,3817,"0.569630,-1.019012,34.783417"
509,1522,"0.558915,-1.021017,34.785351"
509,755,"0.654161,-1.064335,24.926434"
509,1521,"0.557875,-1.023430,24.973862"
509,756,"0.653044,-1.063943,34.741571"
510,4056,"1.178700,-0.736040,24.995152"
510,2488,"1.177798,-0.738055,24.993084"
510,1740,"1.298071,-0.631590,34.810393"
510,1739,"1.295475,-0.634797,24.988772"
510,1971,"1.176226,-0.756226,24.993249"
510,4057,"1.179583,-0.733105,34.812398"
510,2489,"1.179686,-0.733805,34.784052"
510,1972,"1.174974,-0.754896,34.848366"
511,846,"1.866018,-0.425504,34.770312"
511,3016,"1.902771,-0.426377,24.967413"
511,2846,"1.790742,-0.401473,34.745476"
511,845,"1.861965,-0.418108,24.942936"
511,2845,"1.790588,-0.401866,24.948178"
511,3031,"1.837573,-0.275951,24.946716"
511,3032,"1.839538,-0.283651,34.772263"
511,3017,"1.906111,-0.430775,34.786147"
512,192,"2.374636,-0.000000,34.846392"
512,2860,"2.519403,0.000000,24.974645"
512,4042,"2.376331,0.000000,34.848044"
512,191,"2.373556,-0.000000,25.006283"
512,415,"2.345327,-0.000000,24.960459"
512,416,"2.347797,0.000000,34.792971"
512,2861,"2.515779,-0.000000,34.805754"
512,4041,"2.375379,-0.000000,25.005853"
514,3906,"-1.705522,-1.723481,34.805796"
514,1437,"-1.876828,-1.680856,34.814550"
514,1436,"-1.875333,-1.679357,24.981548"
514,3905,"-1.710238,-1.721353,24.948733"
514,2924,"-1.688834,-1.710872,24.978689"
514,531,"-1.734029,-1.767968,24.973906"
514,2925,"-1.686539,-1.712434,34.834380"
514,532,"-1.731386,-1.768249,34.805775"
515,51,"-1.073916,-1.448176,24.962378"
515,2358,"-1.219527,-1.354092,24.974430"
515,2666,"-1.224429,-1.352871,24.921607"
515,2667,"-1.224357,-1.355425,34.781279"
515,2359,"-1.219041,-1.355388,34.794505"
515,3356,"-1.224766,-1.352889,24.921459"
515,3357,"-1.224693,-1.355289,34.781511"
515,52,"-1.071878,-1.452294,34.805359"
516,3833,"-0.568167,-1.021936,24.984980"
516,1264,"-0.557875,-1.023430,24.973862"
516,1265,"-0.558915,-1.021017,34.785351"
516,3990,"-0.518274,-1.005620,24.983078"
516,3834,"-0.569630,-1.019012,34.783417"
516,3991,"-0.517851,-1.004178,34.786397"
516,1303,"-0.654161,-1.064335,24.926434"
516,1304,"-0.653044,-1.063943,34.741571"
517,1388,"-0.000000,-0.733343,34.850475"
517,2830,"0.000000,-0.737014,25.010475"
517,2831,"-0.000000,-0.733344,34.782238"
517,3511,"-0.000000,-0.706963,34.789485"
517,1038,"-0.000000,-0.735486,34.827174"
517,1037,"-0.000000,-0.737204,25.010605"
517,1387,"0.000000,-0.734384,24.992961"
517,3510,"-0.000000,-0.711823,25.009786"
518,3657,"0.652175,-0.382978,24.981602"
518,3138,"0.624940,-0.246876,24.950835"
518,3139,"0.624412,-0.252837,34.771427"
518,941,"0.690732,-0.358919,34.754100"
518,3658,"0.651184,-0.388641,34.771590"
518,940,"0.692198,-0.354456,24.982140"
518,1022,"0.563809,-0.441524,34.751874"
518,1021,"0.565542,-0.441348,24.942150"
519,3719,"1.209021,-0.000000,34.864026"
519,312,"1.221864,-0.000000,34.867449"
519,1096,"1.225280,0.000000,24.964650"
519,3417,"1.210627,-0.000000,34.866745"
519,3718,"1.209130,-0.000000,25.005665"
519,1097,"1.224544,0.000000,34.785179"
519,311,"1.221944,-0.000000,25.007138"
519,3416,"1.210664,-0.000000,25.006109"
520,3590,"1.906111,0.430775,34.786147"
520,3848,"1.837573,0.275951,24.946716"
520,2419,"1.861965,0.418108,24.942936"
520,2875,"1.790588,0.401866,24.948178"
520,3849,"1.839538,0.283651,34.772263"
520,2420,"1.866018,0.425504,34.770312"
520,2876,"1.790742,0.401473,34.745476"
520,3589,"1.902771,0.426377,24.967413"
521,3281,"2.445054,0.734961,25.010958"
521,361,"2.443224,0.736860,24.992190"
521,3342,"2.445780,0.732300,34.805018"
521,2278,"2.325968,0.716834,25.013525"
521,3341,"2.444948,0.735055,25.010787"
521,2279,"2.325794,0.714436,34.829710"
521,3282,"2.445222,0.733427,34.834443"
521,362,"2.443630,0.735661,34.847523"
522,980,"-2.394029,-1.378410,24.945926"
522,1859,"-2.383327,-1.369429,34.748218"
522,2344,"-2.395106,-1.381309,34.783882"
522,1858,"-2.381514,-1.361016,24.893241"
522,3887,"-2.396757,-1.377379,34.801079"
522,2343,"-2.394567,-1.378299,24.944993"
522,981,"-2.394647,-1.381169,34.784428"
522,3886,"-2.395338,-1.376454,24.984653"
523,3251,"-1.781437,-1.066114,24.971485"
523,2630,"-1.784050,-1.066079,34.744671"
523,2565,"-1.836590,-1.040370,25.011889"
523,2629,"-1.783670,-1.066755,24.928452"
523,2083,"-1.781826,-1.065485,34.782062"
523,3252,"-1.781702,-1.065598,34.782075"
523,2566,"-1.835451,-1.038491,34.771606"
523,2082,"-1.781227,-1.066655,24.999694"
524,885,"-1.178700,-0.736040,24.995152"
524,2999,"-1.176226,-0.756226,24.993249"
524,1227,"-1.298071,-0.631590,34.810393"
524,886,"-1.179583,-0.733105,34.812398"
524,3000,"-1.174974,-0.754896,34.848366"
524,3748,"-1.177798,-0.738055,24.993084"
524,3749,"-1.179686,-0.733805,34.784052"
524,1226,"-1.295475,-0.634797,24.988772"
525,2598,"-0.690732,-0.358919,34.754100"
525,3941,"-0.652175,-0.382978,24.981602"
525,2699,"-0.624412,-0.252837,34.771427"
525,2597,"-0.692198,-0.354456,24.982140"
525,2325,"-0.563809,-0.441524,34.751874"
525,2324,"-0.565542,-0.441348,24.942150"
525,2698,"-0.624940,-0.246876,24.950835"
525,3942,"-0.651184,-0.388641,34.771590"
526,639,"0.000000,0.000000,24.995655"
526,605,"0.000000,-0.000000,24.968543"
526,2403,"-0.000000,0.000000,24.951092"
526,606,"0.000000,-0.000000,34.823133"
526,1131,"0.000000,0.000000,24.967698"
526,1132,"0.000000,0.000000,34.831028"
526,2404,"-0.000000,0.000000,34.776537"
526,640,"0.000000,0.000000,34.838929"
527,3434,"0.690732,0.358919,34.754100"
527,1793,"0.624940,0.246876,24.950835"
527,3219,"0.565542,0.441348,24.942150"
527,1759,"0.652175,0.382978,24.981602"
527,3220,"0.563809,0.441524,34.751874"
527,1794,"0.624412,0.252837,34.771427"
527,1760,"0.651184,0.388641,34.771590"
527,3433,"0.692198,0.354456,24.982140"
528,3449,"1.179686,0.733805,34.784052"
528,212,"1.174974,0.754896,34.848366"
528,486,"1.298071,0.631590,34.810393"
528,211,"1.176226,0.756226,24.993249"
528,2219,"1.179583,0.733105,34.812398"
528,485,"1.295475,0.634797,24.988772"
528,3448,"1.177798,0.738055,24.993084"
528,2218,"1.178700,0.736040,24.995152"
529,1418,"1.835451,1.038491,34.771606"
529,574,"1.783670,1.066755,24.928452"
529,575,"1.784050,1.066079,34.744671"
529,3386,"1.781227,1.066655,24.999694"
529,251,"1.781437,1.066114,24.971485"
529,1417,"1.836590,1.040370,25.011889"
529,252,"1.781702,1.065598,34.782075"
529,3387,"1.781826,1.065485,34.782062"
530,1342,"2.381514,1.361016,24.893241"
530,1146,"2.394029,1.378410,24.945926"
530,1003,"2.395106,1.381309,34.783882"
530,1002,"2.394567,1.378299,24.944993"
530,1147,"2.394647,1.381169,34.784428"
530,2682,"2.396757,1.377379,34.801079"
530,1343,"2.383327,1.369429,34.748218"
530,2681,"2.395338,1.376454,24.984653"
531,1942,"-2.445780,-0.732300,34.805018"
531,2612,"-2.445054,-0.734961,25.010958"
531,3606,"-2.325968,-0.716834,25.013525"
531,1941,"-2.444948,-0.735055,25.010787"
531,961,"-2.443630,-0.735661,34.847523"
531,2613,"-2.445222,-0.733427,34.834443"
531,3607,"-2.325794,-0.714436,34.829710"
531,960,"-2.443224,-0.736860,24.992190"
532,1552,"-1.790588,-0.401866,24.948178"
532,1642,"-1.839538,-0.283651,34.772263"
532,1553,"-1.790742,-0.401473,34.745476"
532,1641,"-1.837573,-0.275951,24.946716"
532,4074,"-1.866018,-0.425504,34.770312"
532,3866,"-1.906111,-0.430775,34.786147"
532,4073,"-1.861965,-0.418108,24.942936"
532,3865,"-1.902771,-0.426377,24.967413"
533,4007,"-1.210664,-0.000000,25.006109"
533,3267,"-1.224544,-0.000000,34.785179"
533,1840,"-1.221864,-0.000000,34.867449"
533,1839,"-1.221944,0.000000,25.007138"
533,2473,"-1.209130,-0.000000,25.005665"
533,3266,"-1.225280,0.000000,24.964650"
533,2474,"-1.209021,-0.000000,34.864026"
533,4008,"-1.210627,-0.000000,34.866745"
534,2132,"-0.690732,0.358919,34.754100"
534,3312,"-0.651184,0.388641,34.771590"
534,12,"-0.624412,0.252837,34.771427"
534,2131,"-0.692198,0.354456,24.982140"
534,11,"-0.624940,0.246876,24.950835"
534,3311,"-0.652175,0.382978,24.981602"
534,625,"-0.563809,0.441524,34.751874"
534,624,"-0.565542,0.441348,24.942150"
535,382,"-0.000000,0.706963,34.789485"
535,1181,"-0.000000,0.737014,25.010475"
535,674,"-0.000000,0.734384,24.992961"
535,381,"-0.000000,0.711823,25.009786"
535,2939,"-0.000000,0.737204,25.010605"
535,1182,"-0.000000,0.733344,34.782238"
535,675,"-0.000000,0.733343,34.850475"
535,2940,"-0.000000,0.735486,34.827174"
536,1466,"0.568167,1.021936,24.984980"
536,1245,"0.653044,1.063943,34.741571"
536,1957,"0.517851,1.004178,34.786397"
536,2550,"0.557875,1.023430,24.973862"
536,2551,"0.558915,1.021017,34.785351"
536,1956,"0.518274,1.005620,24.983078"
536,1467,"0.569630,1.019012,34.783417"
536,1244,"0.654161,1.064335,24.926434"
537,451,"1.073916,1.448176,24.962378"
537,725,"1.224357,1.355425,34.781279"
537,2797,"1.224693,1.355289,34.781511"
537,724,"1.224429,1.352871,24.921607"
537,452,"1.071878,1.452294,34.805359"
537,2796,"1.224766,1.352889,24.921459"
537,1873,"1.219527,1.354092,24.974430"
537,1874,"1.219041,1.355388,34.794505"
538,1987,"1.731386,1.768249,34.805775"
538,1808,"1.875333,1.679357,24.981548"
538,1986,"1.734029,1.767968,24.973906"
538,3296,"1.688834,1.710872,24.978689"
538,1573,"1.705522,1.723481,34.805796"
538,3297,"1.686539,1.712434,34.834380"
538,1572,"1.710238,1.721353,24.948733"
538,1809,"1.876828,1.680856,34.814550"
540,3047,"-2.376331,0.000000,34.848044"
540,4026,"-2.373556,-0.000000,25.006283"
540,3046,"-2.375379,0.000000,25.005853"
540,292,"-2.347797,0.000000,34.792971"
540,4027,"-2.374636,-0.000000,34.846392"
540,291,"-2.345327,-0.000000,24.960459"
540,3109,"-2.515779,-0.000000,34.805754"
540,3108,"-2.519403,-0.000000,24.974645"
541,2389,"-1.906111,0.430775,34.786147"
541,1112,"-1.837573,0.275951,24.946716"
541,2504,"-1.866018,0.425504,34.770312"
541,1906,"-1.790742,0.401473,34.745476"
541,2388,"-1.902771,0.426377,24.967413"
541,1113,"-1.839538,0.283651,34.772263"
541,1905,"-1.790588,0.401866,24.948178"
541,2503,"-1.861965,0.418108,24.942936"
542,1626,"-1.176226,0.756226,24.993249"
542,2374,"-1.179583,0.733105,34.812398"
542,2373,"-1.178700,0.736040,24.995152"
542,1627,"-1.174974,0.754896,34.848366"
542,1403,"-1.298071,0.631590,34.810393"
542,1163,"-1.179686,0.733805,34.784052"
542,1402,"-1.295475,0.634797,24.988772"
542,1162,"-1.177798,0.738055,24.993084"
543,905,"-0.568167,1.021936,24.984980"
543,3202,"-0.654161,1.064335,24.926434"
543,3643,"-0.558915,1.021017,34.785351"
543,3689,"-0.517851,1.004178,34.786397"
543,3203,"-0.653044,1.063943,34.741571"
543,3642,"-0.557875,1.023430,24.973862"
543,906,"-0.569630,1.019012,34.783417"
543,3688,"-0.518274,1.005620,24.983078"
544,3921,"0.000000,1.294007,34.723941"
544,1503,"-0.000000,1.394479,34.811343"
544,2031,"0.000000,1.399705,24.922090"
544,1502,"0.000000,1.394122,24.994264"
544,2032,"-0.000000,1.401865,34.781320"
544,1724,"0.000000,1.401563,34.781048"
544,3920,"-0.000000,1.288779,24.899286"
544,1723,"0.000000,1.399243,24.922210"
545,2233,"0.561379,1.683514,24.964387"
545,2749,"0.560246,1.685616,24.985424"
545,1675,"0.560661,1.686501,34.824318"
545,2893,"0.602901,1.774587,34.785835"
545,2234,"0.560724,1.686356,34.824146"
545,1674,"0.561316,1.683520,24.964396"
545,2892,"0.600935,1.774442,24.964573"
545,2750,"0.559543,1.686951,34.820626"
546,2294,"1.136208,2.119097,34.803794"
546,1708,"1.222450,2.011772,24.921143"
546,331,"1.221159,2.025201,34.767528"
546,330,"1.221372,2.028154,24.955587"
546,1709,"1.222376,2.005174,34.780300"
546,2293,"1.137639,2.122391,24.969156"
546,172,"1.221945,2.004102,34.774040"
546,171,"1.222717,2.010216,24.915004"
